filename,occ,ch,sev,sigma,true,pred_passthrough,pred_gamma,pred_clahe,pred_stretch,pred_dcp,pred_adair
01_06_02_03_0032.bmp,0,2,3,0,14,14,17,14,14,14,-1
01_06_02_03_0032.bmp,1,2,3,0,14,31,31,12,13,13,-1
01_06_02_03_0033.bmp,1,2,3,0,14,31,31,42,31,13,-1
01_06_02_03_0034.bmp,0,2,3,0,14,14,14,14,14,17,-1
01_06_02_03_0034.bmp,1,2,3,0,14,31,31,12,13,13,-1
01_06_02_03_0036.bmp,1,2,3,0,14,31,31,10,13,13,-1
01_06_02_03_0037.bmp,0,2,3,0,14,14,14,14,14,17,-1
01_06_02_03_0037.bmp,1,2,3,0,14,12,31,13,15,15,-1
01_06_02_03_0044.bmp,0,2,3,0,14,17,17,17,17,17,-1
01_06_02_03_0045.bmp,0,2,3,0,14,15,36,12,15,15,-1
01_06_02_03_0051.bmp,0,2,3,0,14,15,12,1,14,14,-1
01_06_02_03_0052.bmp,0,2,3,0,14,36,36,22,14,14,-1
01_06_02_03_0056.bmp,0,2,3,0,14,15,13,15,14,14,-1
01_06_02_03_0057.bmp,0,2,3,0,14,13,13,14,17,14,-1
01_06_02_03_0058.bmp,0,2,3,0,14,13,13,14,14,14,-1
01_06_02_03_0059.bmp,0,2,3,0,14,15,13,15,14,14,-1
01_06_02_03_0064.bmp,0,2,3,0,14,15,15,1,14,14,-1
01_06_02_03_0067.bmp,0,2,3,0,14,15,13,41,14,17,-1
01_06_02_03_0069.bmp,0,2,3,0,14,15,15,14,14,14,-1
01_06_02_03_0070.bmp,0,2,3,0,14,15,15,14,14,17,-1
01_06_02_03_0075.bmp,0,2,3,0,14,15,15,14,14,17,-1
01_06_02_03_0085.bmp,0,2,3,0,14,17,17,17,17,17,-1
01_06_02_03_0086.bmp,0,2,3,0,14,3,16,16,16,17,-1
01_11_02_03_0001.bmp,0,2,3,0,12,36,36,1,36,36,-1
01_11_02_03_0002.bmp,0,2,3,0,12,36,36,1,36,36,-1
01_11_02_03_0003.bmp,0,2,3,0,12,36,36,1,31,31,-1
01_11_02_03_0005.bmp,0,2,3,0,12,36,36,1,36,31,-1
01_11_02_03_0006.bmp,0,2,3,0,12,36,31,1,31,15,-1
01_11_02_03_0013.bmp,0,2,3,0,12,36,36,1,36,36,-1
01_11_02_03_0014.bmp,0,2,3,0,12,36,36,13,36,36,-1
01_11_02_03_0015.bmp,0,2,3,0,12,31,31,0,31,36,-1
01_11_02_03_0016.bmp,0,2,3,0,12,36,36,1,36,36,-1
01_11_02_03_0019.bmp,0,2,3,0,12,31,31,1,31,31,-1
01_11_02_03_0020.bmp,0,2,3,0,12,31,31,1,31,31,-1
01_11_02_03_0021.bmp,0,2,3,0,12,36,36,13,31,36,-1
01_11_02_03_0024.bmp,0,2,3,0,12,36,36,1,31,15,-1
01_11_02_03_0026.bmp,0,2,3,0,12,36,36,25,31,36,-1
01_11_02_03_0027.bmp,0,2,3,0,12,36,36,1,36,36,-1
01_11_02_03_0028.bmp,0,2,3,0,12,31,31,1,31,31,-1
01_11_02_03_0031.bmp,0,2,3,0,12,36,31,13,31,36,-1
01_11_02_03_0033.bmp,0,2,3,0,12,31,31,13,31,36,-1
01_11_02_03_0035.bmp,0,2,3,0,12,31,31,1,15,15,-1
01_11_02_03_0036.bmp,0,2,3,0,12,31,31,1,15,15,-1
01_11_02_03_0042.bmp,0,2,3,0,12,36,31,11,15,15,-1
01_11_02_03_0046.bmp,0,2,3,0,12,15,31,1,15,15,-1
01_11_02_03_0056.bmp,0,2,3,0,12,15,31,1,15,15,-1
01_11_02_03_0061.bmp,0,2,3,0,12,15,15,15,15,15,-1
01_11_02_03_0064.bmp,0,2,3,0,12,15,15,1,15,15,-1
01_11_02_03_0065.bmp,0,2,3,0,12,15,15,16,15,15,-1
01_11_02_03_0066.bmp,0,2,3,0,12,15,15,15,15,15,-1
01_11_02_03_0067.bmp,0,2,3,0,12,15,15,15,15,15,-1
01_11_02_03_0072.bmp,0,2,3,0,12,15,15,32,15,15,-1
01_11_02_03_0075.bmp,0,2,3,0,12,15,15,32,15,15,-1
01_12_02_03_0003.bmp,0,2,3,0,17,15,15,13,15,0,-1
01_12_02_03_0004.bmp,0,2,3,0,17,15,36,13,0,13,-1
01_12_02_03_0004.bmp,1,2,3,0,17,31,32,0,29,13,-1
01_12_02_03_0005.bmp,0,2,3,0,17,36,36,1,17,36,-1
01_12_02_03_0005.bmp,1,2,3,0,17,31,32,11,5,13,-1
01_12_02_03_0006.bmp,1,2,3,0,17,31,32,0,5,13,-1
01_12_02_03_0009.bmp,1,2,3,0,17,31,31,1,29,13,-1
01_12_02_03_0013.bmp,0,2,3,0,17,15,36,1,15,15,-1
01_12_02_03_0014.bmp,0,2,3,0,17,15,15,1,15,15,-1
01_12_02_03_0017.bmp,1,2,3,0,17,15,31,0,5,14,-1
01_12_02_03_0020.bmp,0,2,3,0,17,15,15,1,15,15,-1
01_12_02_03_0020.bmp,1,2,3,0,17,31,36,0,5,14,-1
01_12_02_03_0022.bmp,0,2,3,0,17,15,15,13,15,15,-1
01_12_02_03_0023.bmp,1,2,3,0,17,31,31,0,5,14,-1
01_12_02_03_0027.bmp,0,2,3,0,17,15,15,1,15,15,-1
01_12_02_03_0028.bmp,0,2,3,0,17,2,13,2,2,2,-1
01_12_02_03_0029.bmp,0,2,3,0,17,13,13,2,14,26,-1
01_12_02_03_0030.bmp,0,2,3,0,17,26,13,26,8,26,-1
01_12_02_03_0032.bmp,1,2,3,0,17,12,31,0,5,14,-1
01_12_02_03_0033.bmp,1,2,3,0,17,12,31,13,5,14,-1
01_12_02_03_0034.bmp,1,2,3,0,17,12,36,0,5,14,-1
01_12_02_03_0035.bmp,1,2,3,0,17,12,31,1,5,14,-1
01_12_02_03_0036.bmp,0,2,3,0,17,17,17,17,17,17,-1
01_12_02_03_0036.bmp,1,2,3,0,17,12,31,0,5,14,-1
01_12_02_03_0037.bmp,1,2,3,0,17,12,31,0,5,14,-1
01_12_02_03_0041.bmp,0,2,3,0,17,17,17,17,17,17,-1
01_12_02_03_0042.bmp,0,2,3,0,17,17,17,17,17,17,-1
01_12_02_03_0042.bmp,1,2,3,0,17,36,31,0,5,14,-1
01_12_02_03_0047.bmp,0,2,3,0,17,36,36,0,12,13,-1
01_12_02_03_0048.bmp,0,2,3,0,17,12,36,0,5,14,-1
01_12_02_03_0049.bmp,0,2,3,0,17,12,36,0,5,13,-1
01_12_02_03_0054.bmp,0,2,3,0,17,12,36,0,5,13,-1
01_12_02_03_0055.bmp,0,2,3,0,17,12,36,0,5,13,-1
01_12_02_03_0056.bmp,0,2,3,0,17,36,36,0,0,18,-1
01_12_02_03_0066.bmp,0,2,3,0,17,36,36,0,0,18,-1
01_12_02_03_0068.bmp,0,2,3,0,17,36,36,0,0,0,-1
01_12_02_03_0079.bmp,0,2,3,0,17,36,36,0,0,14,-1
01_12_02_03_0080.bmp,0,2,3,0,17,0,36,0,0,14,-1
01_12_02_03_0081.bmp,0,2,3,0,17,0,0,0,0,17,-1
01_12_02_03_0087.bmp,0,2,3,0,17,15,17,0,0,14,-1
01_12_02_03_0089.bmp,0,2,3,0,17,0,36,0,0,14,-1
01_12_02_03_0090.bmp,0,2,3,0,17,36,36,15,0,14,-1
01_12_02_03_0091.bmp,0,2,3,0,17,36,36,13,0,14,-1
01_12_02_03_0095.bmp,0,2,3,0,17,36,36,15,0,14,-1
01_12_02_03_0096.bmp,0,2,3,0,17,17,17,17,0,14,-1
01_12_02_03_0104.bmp,0,2,3,0,17,15,15,17,17,15,-1
01_12_02_03_0108.bmp,0,2,3,0,17,15,15,14,17,17,-1
01_12_02_03_0113.bmp,0,2,3,0,17,17,15,17,17,17,-1
01_13_02_03_0001.bmp,0,2,3,0,13,12,12,11,12,35,-1
01_13_02_03_0003.bmp,0,2,3,0,13,31,31,11,12,32,-1
01_13_02_03_0004.bmp,0,2,3,0,13,12,31,11,12,12,-1
01_13_02_03_0006.bmp,0,2,3,0,13,12,12,11,12,25,-1
01_13_02_03_0007.bmp,1,2,3,0,13,13,11,0,13,13,-1
01_13_02_03_0008.bmp,1,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0009.bmp,0,2,3,0,13,12,31,11,12,32,-1
01_13_02_03_0009.bmp,1,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0010.bmp,0,2,3,0,13,31,31,12,12,12,-1
01_13_02_03_0010.bmp,1,2,3,0,13,13,13,0,13,13,-1
01_13_02_03_0011.bmp,0,2,3,0,13,12,31,12,12,12,-1
01_13_02_03_0012.bmp,0,2,3,0,13,12,12,11,12,18,-1
01_13_02_03_0014.bmp,0,2,3,0,13,12,31,16,12,38,-1
01_13_02_03_0014.bmp,1,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0017.bmp,0,2,3,0,13,12,12,12,12,32,-1
01_13_02_03_0018.bmp,1,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0019.bmp,0,2,3,0,13,12,31,11,12,32,-1
01_13_02_03_0020.bmp,0,2,3,0,13,12,12,11,12,32,-1
01_13_02_03_0023.bmp,0,2,3,0,13,12,31,11,12,32,-1
01_13_02_03_0025.bmp,0,2,3,0,13,12,12,11,12,32,-1
01_13_02_03_0027.bmp,0,2,3,0,13,12,31,11,12,32,-1
01_13_02_03_0027.bmp,1,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0028.bmp,0,2,3,0,13,12,12,12,12,32,-1
01_13_02_03_0029.bmp,0,2,3,0,13,12,12,11,12,32,-1
01_13_02_03_0029.bmp,1,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0031.bmp,1,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0032.bmp,1,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0037.bmp,1,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0040.bmp,1,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0042.bmp,0,2,3,0,13,12,12,13,12,32,-1
01_13_02_03_0043.bmp,1,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0044.bmp,1,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0045.bmp,1,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0046.bmp,0,2,3,0,13,12,12,11,12,32,-1
01_13_02_03_0046.bmp,1,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0047.bmp,0,2,3,0,13,12,12,11,12,32,-1
01_13_02_03_0047.bmp,1,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0048.bmp,0,2,3,0,13,12,12,11,12,32,-1
01_13_02_03_0049.bmp,0,2,3,0,13,12,12,11,12,32,-1
01_13_02_03_0050.bmp,1,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0051.bmp,0,2,3,0,13,12,12,32,12,32,-1
01_13_02_03_0051.bmp,1,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0054.bmp,0,2,3,0,13,12,12,11,12,32,-1
01_13_02_03_0056.bmp,0,2,3,0,13,12,12,11,12,32,-1
01_13_02_03_0059.bmp,0,2,3,0,13,13,12,11,13,32,-1
01_13_02_03_0061.bmp,1,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0063.bmp,0,2,3,0,13,13,12,12,13,32,-1
01_13_02_03_0064.bmp,0,2,3,0,13,13,12,13,13,32,-1
01_13_02_03_0065.bmp,0,2,3,0,13,13,12,13,13,32,-1
01_13_02_03_0065.bmp,1,2,3,0,13,31,31,11,19,13,-1
01_13_02_03_0066.bmp,1,2,3,0,13,31,31,11,19,36,-1
01_13_02_03_0068.bmp,0,2,3,0,13,13,13,13,13,32,-1
01_13_02_03_0069.bmp,0,2,3,0,13,13,13,13,13,32,-1
01_13_02_03_0070.bmp,0,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0070.bmp,1,2,3,0,13,31,31,11,19,36,-1
01_13_02_03_0071.bmp,1,2,3,0,13,31,31,0,19,36,-1
01_13_02_03_0072.bmp,0,2,3,0,13,13,12,13,13,13,-1
01_13_02_03_0073.bmp,0,2,3,0,13,13,12,13,13,13,-1
01_13_02_03_0073.bmp,1,2,3,0,13,31,31,11,27,31,-1
01_13_02_03_0074.bmp,0,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0076.bmp,1,2,3,0,13,31,31,0,19,13,-1
01_13_02_03_0077.bmp,1,2,3,0,13,27,31,11,39,31,-1
01_13_02_03_0078.bmp,1,2,3,0,13,31,31,0,19,36,-1
01_13_02_03_0079.bmp,1,2,3,0,13,31,31,11,19,31,-1
01_13_02_03_0080.bmp,0,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0081.bmp,1,2,3,0,13,31,31,0,19,36,-1
01_13_02_03_0085.bmp,0,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0085.bmp,1,2,3,0,13,31,31,7,19,31,-1
01_13_02_03_0086.bmp,0,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0087.bmp,0,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0088.bmp,0,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0088.bmp,1,2,3,0,13,31,31,0,19,31,-1
01_13_02_03_0090.bmp,1,2,3,0,13,31,31,7,12,31,-1
01_13_02_03_0092.bmp,0,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0092.bmp,1,2,3,0,13,31,31,7,27,31,-1
01_13_02_03_0096.bmp,0,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0096.bmp,1,2,3,0,13,31,31,0,19,31,-1
01_13_02_03_0098.bmp,0,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0100.bmp,0,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0100.bmp,1,2,3,0,13,31,31,32,12,31,-1
01_13_02_03_0101.bmp,0,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0103.bmp,1,2,3,0,13,31,31,32,12,31,-1
01_13_02_03_0104.bmp,1,2,3,0,13,31,31,0,12,13,-1
01_13_02_03_0105.bmp,1,2,3,0,13,31,31,32,12,17,-1
01_13_02_03_0108.bmp,0,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0109.bmp,1,2,3,0,13,12,31,12,12,17,-1
01_13_02_03_0111.bmp,0,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0113.bmp,0,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0113.bmp,1,2,3,0,13,32,32,11,32,32,-1
01_13_02_03_0114.bmp,1,2,3,0,13,12,31,11,12,13,-1
01_13_02_03_0115.bmp,1,2,3,0,13,12,31,12,12,15,-1
01_13_02_03_0116.bmp,1,2,3,0,13,31,31,0,12,15,-1
01_13_02_03_0118.bmp,0,2,3,0,13,12,31,32,12,12,-1
01_13_02_03_0118.bmp,1,2,3,0,13,12,31,0,12,15,-1
01_13_02_03_0119.bmp,1,2,3,0,13,12,31,0,12,15,-1
01_13_02_03_0121.bmp,0,2,3,0,13,12,31,1,12,12,-1
01_13_02_03_0123.bmp,0,2,3,0,13,12,31,32,12,12,-1
01_13_02_03_0125.bmp,0,2,3,0,13,12,31,13,12,12,-1
01_13_02_03_0128.bmp,0,2,3,0,13,12,32,13,12,32,-1
01_13_02_03_0130.bmp,0,2,3,0,13,32,32,32,4,32,-1
01_13_02_03_0130.bmp,1,2,3,0,13,12,31,13,12,15,-1
01_13_02_03_0131.bmp,0,2,3,0,13,32,32,32,18,32,-1
01_13_02_03_0132.bmp,0,2,3,0,13,32,32,32,32,32,-1
01_13_02_03_0134.bmp,0,2,3,0,13,32,32,32,4,32,-1
01_13_02_03_0140.bmp,1,2,3,0,13,13,31,12,12,13,-1
01_13_02_03_0141.bmp,0,2,3,0,13,12,13,13,4,32,-1
01_13_02_03_0141.bmp,1,2,3,0,13,13,31,13,12,13,-1
01_13_02_03_0142.bmp,1,2,3,0,13,13,31,13,13,13,-1
01_13_02_03_0143.bmp,1,2,3,0,13,13,31,13,12,13,-1
01_13_02_03_0144.bmp,0,2,3,0,13,32,13,13,8,13,-1
01_13_02_03_0144.bmp,1,2,3,0,13,13,31,13,12,13,-1
01_13_02_03_0148.bmp,0,2,3,0,13,32,13,13,38,13,-1
01_13_02_03_0150.bmp,1,2,3,0,13,13,31,12,12,13,-1
01_13_02_03_0151.bmp,0,2,3,0,13,13,13,13,32,15,-1
01_13_02_03_0152.bmp,0,2,3,0,13,13,13,13,8,15,-1
01_13_02_03_0153.bmp,1,2,3,0,13,13,31,13,12,13,-1
01_13_02_03_0155.bmp,0,2,3,0,13,13,13,13,32,15,-1
01_13_02_03_0155.bmp,1,2,3,0,13,13,31,13,13,13,-1
01_13_02_03_0156.bmp,0,2,3,0,13,13,13,13,13,15,-1
01_13_02_03_0158.bmp,0,2,3,0,13,13,13,13,13,15,-1
01_13_02_03_0159.bmp,0,2,3,0,13,13,13,13,13,15,-1
01_13_02_03_0160.bmp,1,2,3,0,13,13,31,13,13,13,-1
01_13_02_03_0161.bmp,0,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0163.bmp,1,2,3,0,13,12,31,12,12,13,-1
01_13_02_03_0164.bmp,1,2,3,0,13,12,31,12,12,13,-1
01_13_02_03_0168.bmp,1,2,3,0,13,12,31,12,12,13,-1
01_13_02_03_0169.bmp,0,2,3,0,13,31,31,11,19,36,-1
01_13_02_03_0170.bmp,1,2,3,0,13,13,31,13,13,13,-1
01_13_02_03_0172.bmp,1,2,3,0,13,13,31,12,12,13,-1
01_13_02_03_0173.bmp,1,2,3,0,13,32,13,13,32,13,-1
01_13_02_03_0174.bmp,1,2,3,0,13,13,31,13,13,15,-1
01_13_02_03_0176.bmp,1,2,3,0,13,13,31,13,12,13,-1
01_13_02_03_0177.bmp,1,2,3,0,13,13,31,13,12,13,-1
01_13_02_03_0178.bmp,0,2,3,0,13,31,31,32,19,31,-1
01_13_02_03_0179.bmp,1,2,3,0,13,13,31,13,13,13,-1
01_13_02_03_0181.bmp,0,2,3,0,13,19,31,1,19,31,-1
01_13_02_03_0181.bmp,1,2,3,0,13,13,31,12,13,13,-1
01_13_02_03_0182.bmp,0,2,3,0,13,19,31,1,19,13,-1
01_13_02_03_0184.bmp,0,2,3,0,13,19,31,1,19,0,-1
01_13_02_03_0184.bmp,1,2,3,0,13,13,31,13,13,13,-1
01_13_02_03_0185.bmp,1,2,3,0,13,13,31,13,13,13,-1
01_13_02_03_0186.bmp,0,2,3,0,13,19,31,32,19,13,-1
01_13_02_03_0187.bmp,0,2,3,0,13,31,31,1,19,13,-1
01_13_02_03_0188.bmp,0,2,3,0,13,19,31,32,19,12,-1
01_13_02_03_0189.bmp,0,2,3,0,13,19,31,1,19,12,-1
01_13_02_03_0190.bmp,0,2,3,0,13,19,31,32,13,12,-1
01_13_02_03_0192.bmp,0,2,3,0,13,19,31,32,19,13,-1
01_13_02_03_0193.bmp,1,2,3,0,13,13,31,12,13,13,-1
01_13_02_03_0194.bmp,0,2,3,0,13,19,31,32,12,12,-1
01_13_02_03_0196.bmp,0,2,3,0,13,19,31,1,32,13,-1
01_13_02_03_0196.bmp,1,2,3,0,13,13,31,13,13,13,-1
01_13_02_03_0197.bmp,0,2,3,0,13,19,31,1,12,12,-1
01_13_02_03_0199.bmp,0,2,3,0,13,19,31,13,12,32,-1
01_13_02_03_0199.bmp,1,2,3,0,13,13,31,12,13,13,-1
01_13_02_03_0200.bmp,1,2,3,0,13,13,31,13,13,13,-1
01_13_02_03_0201.bmp,1,2,3,0,13,13,31,13,13,13,-1
01_13_02_03_0204.bmp,0,2,3,0,13,12,31,1,12,13,-1
01_13_02_03_0204.bmp,1,2,3,0,13,13,31,13,13,13,-1
01_13_02_03_0205.bmp,0,2,3,0,13,12,31,13,12,12,-1
01_13_02_03_0205.bmp,1,2,3,0,13,13,31,13,13,13,-1
01_13_02_03_0206.bmp,1,2,3,0,13,13,31,12,13,13,-1
01_13_02_03_0207.bmp,1,2,3,0,13,13,31,13,13,13,-1
01_13_02_03_0208.bmp,0,2,3,0,13,12,31,13,12,12,-1
01_13_02_03_0209.bmp,1,2,3,0,13,13,31,13,13,13,-1
01_13_02_03_0210.bmp,0,2,3,0,13,12,31,13,12,12,-1
01_13_02_03_0210.bmp,1,2,3,0,13,13,31,13,12,13,-1
01_13_02_03_0211.bmp,0,2,3,0,13,12,31,13,13,12,-1
01_13_02_03_0212.bmp,0,2,3,0,13,12,12,13,12,12,-1
01_13_02_03_0212.bmp,1,2,3,0,13,13,31,13,13,13,-1
01_13_02_03_0213.bmp,0,2,3,0,13,12,12,13,12,12,-1
01_13_02_03_0214.bmp,0,2,3,0,13,12,12,16,13,13,-1
01_13_02_03_0214.bmp,1,2,3,0,13,13,31,12,13,13,-1
01_13_02_03_0217.bmp,1,2,3,0,13,13,31,12,13,13,-1
01_13_02_03_0218.bmp,0,2,3,0,13,32,31,13,32,15,-1
01_13_02_03_0218.bmp,1,2,3,0,13,13,31,13,13,13,-1
01_13_02_03_0220.bmp,0,2,3,0,13,32,31,13,32,15,-1
01_13_02_03_0221.bmp,1,2,3,0,13,13,31,13,13,13,-1
01_13_02_03_0222.bmp,0,2,3,0,13,32,31,13,32,15,-1
01_13_02_03_0222.bmp,1,2,3,0,13,13,31,13,13,13,-1
01_13_02_03_0223.bmp,1,2,3,0,13,13,31,12,13,13,-1
01_13_02_03_0225.bmp,1,2,3,0,13,13,31,12,13,13,-1
01_13_02_03_0227.bmp,0,2,3,0,13,15,13,13,15,15,-1
01_13_02_03_0230.bmp,1,2,3,0,13,13,31,13,13,13,-1
01_13_02_03_0231.bmp,0,2,3,0,13,15,13,13,15,15,-1
01_13_02_03_0232.bmp,1,2,3,0,13,13,31,12,13,13,-1
01_13_02_03_0235.bmp,0,2,3,0,13,15,13,13,15,15,-1
01_13_02_03_0236.bmp,0,2,3,0,13,15,13,13,15,15,-1
01_13_02_03_0237.bmp,0,2,3,0,13,13,13,13,15,15,-1
01_13_02_03_0238.bmp,0,2,3,0,13,15,13,13,15,15,-1
01_13_02_03_0238.bmp,1,2,3,0,13,13,31,12,13,13,-1
01_13_02_03_0239.bmp,0,2,3,0,13,13,13,13,15,15,-1
01_13_02_03_0240.bmp,0,2,3,0,13,13,13,30,15,7,-1
01_13_02_03_0241.bmp,0,2,3,0,13,13,13,13,15,7,-1
01_13_02_03_0242.bmp,0,2,3,0,13,15,13,13,15,7,-1
01_13_02_03_0242.bmp,1,2,3,0,13,13,31,13,13,13,-1
01_13_02_03_0243.bmp,0,2,3,0,13,15,13,13,15,7,-1
01_13_02_03_0246.bmp,0,2,3,0,13,13,13,13,13,15,-1
01_13_02_03_0248.bmp,1,2,3,0,13,13,31,12,13,13,-1
01_13_02_03_0249.bmp,0,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0249.bmp,1,2,3,0,13,13,31,12,13,13,-1
01_13_02_03_0252.bmp,0,2,3,0,13,13,13,13,13,13,-1
01_13_02_03_0254.bmp,1,2,3,0,13,13,31,12,13,13,-1
01_13_02_03_0256.bmp,0,2,3,0,13,13,13,13,13,13,-1
