filename,occ,ch,sev,true,flat_raw,flat_gamma,flat_clahe,flat_stretch,flat_dcp,flat_n1,flat_n2,flat_n3,flat_n4,flat_n6,flat_n8,flat_n12,flat_n16,flat_n24,flat_n32,pred_raw,pred_gamma,pred_clahe,pred_stretch,pred_dcp,pred_n1,pred_n2,pred_n3,pred_n4,pred_n6,pred_n8,pred_n12,pred_n16,pred_n24,pred_n32
01_03_07_01_0029.bmp,0,7,1,9,7.4145,5.6299,21.0323,11.1934,12.0218,7.4304,7.3982,7.3708,7.3452,7.56,7.7984,7.8672,9.636,11.0134,12.9388,15,13,41,15,15,15,15,15,15,15,13,13,13,13,25
01_03_07_01_0030.bmp,0,7,1,9,7.5959,5.9928,21.8419,11.2883,9.8831,7.5213,7.495,7.3488,7.2282,7.4484,7.6373,8.5882,8.9328,10.7676,13.1974,15,13,16,15,15,15,15,15,15,15,13,13,13,41,25
01_03_07_01_0031.bmp,0,7,1,9,7.3119,6.2187,20.2321,10.723,13.2748,7.4342,7.5042,7.2469,7.4712,7.7431,8.3522,8.3448,9.051,11.9165,13.1917,15,13,41,15,15,15,15,15,15,15,15,41,41,41,25
01_03_07_01_0037.bmp,0,7,1,9,7.4087,6.5155,20.4003,10.3637,10.4072,7.434,7.5202,7.5528,7.6699,7.6345,7.7717,8.8513,9.5777,11.4407,13.577,15,13,41,15,15,15,15,15,15,41,41,41,41,41,41
01_03_07_01_0044.bmp,0,7,1,9,7.7106,6.5271,20.7018,10.0511,12.6954,7.7971,7.8211,7.8412,7.8247,7.7677,8.1386,9.0656,9.6514,11.7471,13.8099,15,13,41,15,15,15,15,15,15,15,15,13,13,13,40
01_03_07_01_0046.bmp,0,7,1,9,7.9506,6.3735,19.3246,10.7236,11.2021,8.055,8.1702,8.2649,8.2092,8.448,8.8825,8.8699,9.8156,12.6641,13.742,15,13,16,15,15,15,15,15,15,15,15,13,41,13,40
01_03_07_01_0048.bmp,0,7,1,9,8.0693,6.5542,19.6902,10.8974,9.9008,8.1229,8.137,8.0879,8.2901,8.5814,8.6727,9.3857,10.2475,12.39,13.6582,15,15,16,15,15,15,15,15,15,15,15,15,13,41,40
01_03_07_01_0049.bmp,0,7,1,9,7.9169,6.94,18.3636,10.2467,11.0317,7.9383,7.9011,7.936,8.1211,8.3862,8.5242,9.1186,10.3776,13.0304,15.0405,15,13,15,15,15,15,15,15,15,15,15,15,41,41,40
01_03_07_01_0052.bmp,0,7,1,9,7.7603,6.4995,19.5566,9.9814,9.9603,7.8208,7.8649,7.9246,8.042,8.3229,8.4017,9.0057,9.9801,11.3881,14.993,15,15,15,15,15,15,15,15,15,15,15,15,15,13,40
01_03_07_01_0054.bmp,0,7,1,9,6.7452,5.981,18.7705,8.4982,8.1805,6.653,6.9073,7.0213,6.9674,7.595,7.6794,8.3885,10.174,11.6975,14.3173,15,15,15,15,15,15,15,15,15,15,15,15,15,41,41
01_03_07_01_0058.bmp,0,7,1,9,4.5887,4.6926,16.8883,6.3676,5.8976,4.5726,4.5254,4.8096,5.1134,5.0157,5.7837,7.0379,8.6794,10.578,13.1309,15,15,9,15,15,15,15,15,15,15,15,13,9,41,41
01_03_07_01_0061.bmp,0,7,1,9,4.8449,4.879,15.1631,6.2218,6.0427,4.8428,4.9838,5.0524,5.0568,5.2972,5.9457,7.1416,8.6035,10.9281,14.0243,15,15,9,15,15,15,15,15,15,15,15,41,41,41,41
01_03_07_01_0062.bmp,0,7,1,9,4.7463,4.7182,18.7387,5.6774,5.9894,4.6765,4.6979,4.8617,5.0672,5.3497,5.3574,6.6295,8.7065,10.8274,13.6273,15,9,9,15,15,15,15,15,15,15,15,15,41,41,41
01_03_07_01_0067.bmp,0,7,1,9,5.5062,5.3947,16.9972,7.6144,7.0799,5.4925,5.4697,5.7369,5.4492,5.9305,6.3285,7.6636,8.706,11.858,13.9411,15,15,41,15,15,15,15,15,15,15,15,41,41,41,41
01_03_07_01_0070.bmp,0,7,1,9,5.3642,5.5177,17.5973,6.196,6.6831,5.3644,5.5552,5.6732,5.4898,5.8147,6.403,7.4907,8.7726,11.9088,14.705,15,15,9,15,15,15,15,15,15,15,15,41,41,41,41
01_03_07_01_0078.bmp,0,7,1,9,7.0164,6.6523,17.416,7.4579,8.752,7.1253,7.1428,7.009,7.05,7.2943,7.7779,8.7889,9.508,12.0294,14.5223,15,9,9,15,15,15,15,15,15,15,15,15,41,41,41
01_03_07_01_0081.bmp,0,7,1,9,7.9908,7.5003,18.6303,9.5314,11.5191,8.0081,7.9247,8.1053,8.3214,8.4113,8.5216,8.9745,9.9041,12.0843,14.6923,15,9,9,15,9,15,15,15,15,15,15,41,41,9,14
01_03_07_01_0083.bmp,0,7,1,9,5.6536,6.5538,15.6685,6.6474,11.8206,5.7196,5.6551,5.7587,6.1475,6.2151,6.8898,9.1291,11.1515,13.2685,16.8348,15,9,9,15,9,15,15,15,15,15,15,9,9,41,25
01_03_07_01_0084.bmp,0,7,1,9,6.7202,7.4741,18.8322,8.0874,11.5592,6.6674,6.6897,6.8114,6.7783,6.9841,7.8369,8.3202,9.7418,12.1611,14.311,15,9,9,15,41,15,15,15,15,9,15,9,9,41,14
01_06_07_01_0001.bmp,1,7,1,14,2.3548,1.7255,13.7281,3.5545,5.6717,2.4787,2.4577,2.5797,2.6125,2.6863,3.4732,4.4301,5.5149,6.6544,8.2369,36,36,13,14,14,36,36,36,36,36,12,25,25,14,25
01_06_07_01_0002.bmp,0,7,1,14,7.3453,6.0089,23.3613,9.2378,9.0569,7.3461,7.4327,7.5167,7.7614,8.1106,7.9966,9.0457,9.726,11.2673,14.2312,14,13,14,14,14,14,14,14,14,14,14,14,14,14,14
01_06_07_01_0004.bmp,0,7,1,14,6.9601,6.6382,21.1581,7.8734,8.2257,7.1207,7.0202,7.2683,7.3172,7.4081,7.7539,8.9695,9.4394,13.1035,14.9822,14,17,25,14,14,14,14,14,14,14,14,14,14,14,14
01_06_07_01_0007.bmp,0,7,1,14,7.8369,7.4505,24.8589,8.9036,9.2038,7.7844,7.9956,8.0071,8.0556,8.268,8.3759,9.6316,10.2152,12.0838,14.1726,14,25,14,14,14,14,14,14,14,14,14,14,14,14,14
01_06_07_01_0007.bmp,1,7,1,14,3.7399,2.7422,16.5803,5.6244,4.8939,3.8428,3.764,4.1199,4.0113,4.4483,4.8424,5.8578,6.2856,8.9281,10.5608,14,25,14,14,14,14,14,14,14,14,14,14,14,14,14
01_06_07_01_0008.bmp,1,7,1,14,4.2382,3.0455,18.76,6.0192,5.7833,4.2729,4.2074,4.3025,4.4133,4.6909,5.4289,5.6854,6.7736,9.5499,10.7204,14,25,14,14,14,14,14,14,14,14,14,14,14,14,14
01_06_07_01_0010.bmp,0,7,1,14,9.8609,8.3683,24.2612,12.5437,11.8291,9.7354,10.0259,9.7723,9.6862,10.2383,9.8476,10.7798,12.2523,14.2402,15.8113,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
01_06_07_01_0013.bmp,1,7,1,14,4.391,3.057,19.5535,6.4759,7.7757,4.4288,4.4258,4.5007,4.4623,4.8876,5.0478,5.7002,7.4772,9.5365,11.01,14,15,14,14,14,14,14,14,14,14,14,14,14,14,14
01_06_07_01_0014.bmp,0,7,1,14,10.9606,8.9869,17.9665,11.2246,12.8501,10.992,10.9985,11.0526,10.682,11.162,11.319,11.9768,12.3149,14.2681,14.8516,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
01_06_07_01_0016.bmp,1,7,1,14,4.7433,3.3841,19.2648,6.7614,5.7112,4.6997,4.7313,4.8319,5.0883,5.6019,5.2061,6.921,6.9649,9.8701,11.4161,14,13,25,14,14,14,14,14,14,14,14,14,14,14,25
01_06_07_01_0020.bmp,0,7,1,14,8.4739,9.1789,13.84,5.7136,9.1306,8.6128,8.4349,8.7232,8.7342,8.9953,9.8845,9.868,10.2615,12.7895,13.4773,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
01_06_07_01_0021.bmp,0,7,1,14,11.3044,11.1417,17.8052,9.7906,12.5755,11.4138,11.4209,11.642,11.3013,11.5227,11.6054,12.1745,12.5515,13.2142,14.492,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
01_06_07_01_0022.bmp,0,7,1,14,8.6516,11.0869,14.5041,5.5513,9.5855,8.7064,8.6968,8.7659,8.9247,9.4411,9.9755,9.7761,11.3429,12.7356,14.2714,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
01_06_07_01_0022.bmp,1,7,1,14,4.7571,3.2256,18.3796,6.1519,5.4703,4.7942,4.8265,4.8964,4.8592,5.0711,5.3717,6.906,7.8027,10.0391,12.6985,17,15,14,14,17,17,15,17,17,17,14,14,14,14,25
01_06_07_01_0023.bmp,0,7,1,14,8.7512,11.2081,13.711,5.5194,9.3637,8.6769,8.8893,8.8467,8.8952,9.135,9.3253,9.4456,10.2661,10.7884,13.7957,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
01_06_07_01_0023.bmp,1,7,1,14,6.637,4.4984,18.8336,8.4517,8.4488,6.5893,6.7401,6.6371,6.8685,7.0824,7.3436,8.4787,9.5531,11.3413,12.7175,15,15,14,15,15,15,15,15,15,15,14,14,14,14,14
01_06_07_01_0024.bmp,0,7,1,14,7.356,9.3983,12.786,4.2046,7.9445,7.3672,7.5205,7.4218,7.4393,7.825,8.0238,8.6642,10.0103,10.7194,13.2144,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
01_06_07_01_0025.bmp,0,7,1,14,9.2085,10.9547,15.2609,5.8201,9.9586,9.1388,9.219,9.019,9.5049,9.7087,10.0902,10.5308,11.1298,12.4361,14.3395,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
01_06_07_01_0025.bmp,1,7,1,14,6.1618,4.3925,23.2718,8.6643,7.9624,5.9831,6.1817,6.1071,6.2908,6.3158,7.0264,7.8179,8.2456,10.4921,12.3857,15,25,25,14,14,17,17,14,14,14,14,14,14,25,14
01_06_07_01_0026.bmp,0,7,1,14,7.7274,9.0206,12.6523,4.8457,8.6961,7.8139,7.6029,7.8581,8.0755,7.8487,8.3072,8.3727,9.3576,10.8906,12.1202,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
01_06_07_01_0027.bmp,1,7,1,14,7.8967,5.8213,22.0218,11.4037,9.7194,8.028,7.7612,8.0075,8.1755,8.1668,8.3497,8.8466,10.0204,10.0347,13.0962,15,25,1,15,14,15,15,15,15,15,14,14,18,13,25
01_06_07_01_0028.bmp,1,7,1,14,8.1862,5.9751,25.6839,11.811,10.4301,8.2185,8.2273,8.7809,8.3621,8.5329,8.7138,10.3156,10.3287,13.9837,16.1628,15,25,25,14,14,15,15,15,14,14,14,14,24,24,14
01_06_07_01_0029.bmp,1,7,1,14,9.6702,7.4281,25.6197,13.7116,12.2026,9.7028,9.7082,9.9095,9.9096,10.5328,10.2912,11.4384,12.0903,15.5349,16.3752,14,13,14,14,14,14,14,14,14,14,14,14,14,1,13
01_06_07_01_0030.bmp,0,7,1,14,5.9396,9.6514,8.7638,1.9381,6.1093,5.8244,5.8718,6.1308,6.0503,6.3491,6.8865,7.7287,7.9292,10.3615,11.7091,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
01_06_07_01_0031.bmp,1,7,1,14,3.8977,3.3371,10.8271,5.6869,6.0525,3.8378,3.8492,4.0573,4.0608,4.0885,4.4934,5.69,5.552,7.8771,9.501,3,12,42,3,3,3,3,3,3,3,3,3,12,12,40
01_06_07_01_0032.bmp,1,7,1,14,3.7748,3.191,11.2935,5.4679,6.403,3.8808,3.6358,4.0885,4.1012,4.0932,4.5743,5.7074,4.9803,6.2845,8.5008,13,36,12,3,13,13,13,13,13,13,13,13,12,13,12
01_06_07_01_0033.bmp,1,7,1,14,3.9233,3.3895,11.0777,5.6936,6.4438,4.0325,3.9016,4.1471,4.1869,4.5075,5.0844,5.0719,5.5224,7.9888,8.4945,3,12,16,3,3,3,3,3,3,3,12,12,12,1,13
01_06_07_01_0034.bmp,1,7,1,14,3.5102,3.19,11.8953,5.0718,5.7071,3.4499,3.6694,3.5967,3.9225,4.369,4.0554,5.0954,6.624,7.008,8.6817,15,36,12,3,3,15,15,3,3,13,13,12,12,1,12
01_06_07_01_0036.bmp,1,7,1,14,3.0767,2.5787,10.8374,4.2998,5.8419,3.037,3.0687,3.0605,3.2204,3.4048,3.5834,5.4578,6.9022,7.039,8.205,15,36,17,3,13,15,15,15,13,13,14,13,12,12,12
01_06_07_01_0037.bmp,0,7,1,14,6.6622,11.049,10.9334,2.8729,7.0265,6.6893,6.7734,6.7439,6.7306,7.0099,7.4077,7.6072,8.7838,10.8054,12.584,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
01_06_07_01_0037.bmp,1,7,1,14,3.7505,3.1497,9.9381,4.8587,4.3324,3.7266,3.8714,4.1465,4.2062,4.1091,4.4401,4.9234,5.5952,7.4131,9.1717,15,36,0,32,15,15,15,15,15,15,0,12,1,12,28
01_06_07_01_0044.bmp,0,7,1,14,4.5872,6.4981,9.0129,1.7974,4.7062,4.5332,4.7783,4.7285,4.9332,5.1171,5.9113,5.5713,6.5637,9.5754,12.0038,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14
01_06_07_01_0045.bmp,0,7,1,14,2.95,2.8027,14.6035,2.7456,3.6281,2.9273,2.8932,2.9282,3.2648,3.7871,4.45,4.5055,5.3595,7.9622,8.4786,15,15,9,14,15,15,15,15,15,14,14,14,14,14,25
01_06_07_01_0051.bmp,0,7,1,14,3.8841,3.5416,15.5708,4.2211,5.6076,3.9524,4.0096,3.8875,4.5124,4.8546,5.3476,6.8841,9.1981,11.3162,14.4368,14,17,25,8,17,14,14,14,14,14,14,14,14,23,25
01_06_07_01_0052.bmp,0,7,1,14,4.0226,3.7505,16.8112,3.1652,5.1769,3.9874,4.1016,4.0723,4.2585,4.3188,4.7976,5.8597,6.42,9.545,10.4707,17,13,13,14,17,17,17,14,14,14,14,14,14,14,25
01_06_07_01_0056.bmp,0,7,1,14,4.105,3.9281,16.7252,4.3405,5.4541,4.1552,4.0283,4.1533,4.7405,4.9344,5.3234,6.421,8.3085,10.2652,12.5566,17,17,17,14,17,17,17,14,14,14,14,14,14,14,25
01_06_07_01_0057.bmp,0,7,1,14,4.6587,4.4863,15.8707,4.8096,5.7687,4.6435,4.6121,4.6899,5.0675,5.1404,5.4153,6.9334,7.8282,9.6669,12.2992,17,17,17,14,17,17,14,14,14,14,14,14,14,14,25
01_06_07_01_0059.bmp,0,7,1,14,4.6295,4.573,17.376,4.4436,6.3532,4.6171,4.7099,4.9298,5.3228,5.4163,5.5877,6.6224,7.3979,8.3805,12.1971,14,13,14,14,17,14,14,14,14,14,14,14,14,14,14
01_06_07_01_0067.bmp,0,7,1,14,5.487,6.0755,18.8036,5.1517,6.8686,5.6314,5.6373,5.8522,5.8754,6.1822,6.5345,6.9663,8.5008,11.1466,13.307,14,14,14,14,17,14,14,14,14,14,14,14,14,14,14
01_06_07_01_0069.bmp,0,7,1,14,5.7501,6.2762,19.8763,4.4723,7.2721,5.7276,5.6591,5.8135,5.905,6.3135,6.4152,7.6884,8.1664,10.1596,12.9024,14,14,14,14,17,14,14,14,14,14,14,14,14,14,14
01_06_07_01_0070.bmp,0,7,1,14,5.4896,6.062,19.0988,3.0362,7.0368,5.4603,5.4526,5.5711,5.7388,5.8517,6.5234,7.3119,7.9186,9.7731,12.7296,14,14,14,14,14,14,14,14,14,14,14,14,14,14,23
01_06_07_01_0075.bmp,0,7,1,14,6.7899,7.5566,20.1823,2.9051,8.5391,6.832,6.782,6.8881,6.8003,7.3671,6.9377,7.7556,9.1551,10.9537,12.4984,14,14,14,14,14,14,14,14,14,14,14,14,14,14,25
01_06_07_01_0085.bmp,0,7,1,14,4.7286,5.2633,13.5249,1.9694,5.0672,4.637,4.7123,4.7682,4.6086,5.0135,5.021,6.0708,7.1681,8.7894,10.6294,17,17,17,8,17,17,17,17,17,17,17,17,14,14,14
01_11_07_01_0003.bmp,0,7,1,12,2.0785,1.4649,11.4497,3.1117,1.4109,2.1162,2.0967,2.5792,2.5875,2.8685,2.6095,4.6657,5.5463,7.0918,8.3157,15,15,16,15,16,15,15,15,15,15,12,12,12,12,25
01_11_07_01_0005.bmp,0,7,1,12,1.5727,1.1198,10.7891,2.2449,2.5263,1.6492,1.6736,1.8325,1.9674,2.4341,2.6423,3.7001,4.4052,8.4325,8.2381,15,0,16,15,15,15,15,15,15,13,13,12,13,12,0
01_11_07_01_0006.bmp,0,7,1,12,1.7546,1.2359,13.2644,2.5914,2.6581,1.8195,1.9006,2.2259,1.6022,2.3112,3.1806,4.1043,5.3879,6.7261,9.2966,15,15,16,15,15,15,15,15,15,12,13,12,12,12,39
01_11_07_01_0013.bmp,0,7,1,12,1.7381,1.1664,13.631,2.5267,2.9532,1.7659,1.9222,1.7814,2.4663,2.5444,2.8992,3.5943,4.4194,6.3547,7.7914,36,36,0,36,15,36,36,36,36,36,36,12,12,12,0
01_11_07_01_0014.bmp,0,7,1,12,1.9123,1.3285,12.3373,2.7214,3.3112,1.8836,1.981,2.4395,2.3667,2.7804,3.7348,4.8537,5.5994,7.0161,9.4178,15,0,0,15,15,15,15,15,15,17,13,0,12,4,12
01_11_07_01_0015.bmp,0,7,1,12,2.0581,1.4935,12.6918,3.0864,3.2822,2.187,2.2596,2.3739,2.6203,2.7096,3.8283,4.0086,5.348,6.7081,8.9985,15,15,11,15,15,15,15,15,15,13,13,13,12,25,12
01_11_07_01_0016.bmp,0,7,1,12,2.1154,1.4804,13.9933,3.2343,5.486,2.2221,2.3817,2.3805,2.7393,3.1624,3.65,4.5204,5.4865,7.6154,9.5044,31,31,11,15,13,31,31,31,31,12,12,12,12,12,25
01_11_07_01_0019.bmp,0,7,1,12,2.378,1.6496,15.0852,3.5237,4.9391,2.3751,2.4566,2.6207,2.8668,3.0592,3.2703,4.4545,5.038,5.8438,10.1484,15,15,0,15,13,15,15,15,15,13,13,12,12,12,12
01_11_07_01_0020.bmp,0,7,1,12,2.5785,1.8004,14.6792,3.8669,3.8558,2.5729,2.6576,2.8539,2.7949,3.2902,3.2773,4.9949,5.8262,7.7945,9.5847,32,31,11,32,15,32,32,32,32,32,12,12,12,12,40
01_11_07_01_0021.bmp,0,7,1,12,3.2995,2.2978,13.1562,4.9104,7.1523,3.3647,3.3438,3.5863,3.7199,4.2653,4.2411,4.5665,5.7165,9.0892,10.1924,32,31,11,32,40,32,32,32,32,32,32,25,12,25,23
01_11_07_01_0024.bmp,0,7,1,12,3.5218,2.6026,16.184,5.245,5.1855,3.5414,3.4849,3.5578,3.966,3.9077,4.4627,5.5595,7.0519,8.5854,11.6848,15,15,13,15,15,15,15,15,15,15,12,12,12,25,12
01_11_07_01_0031.bmp,0,7,1,12,4.1047,3.319,20.1365,6.2074,5.9215,4.1667,4.4419,4.337,4.5337,5.0592,5.2109,6.8698,6.7395,9.0253,10.8184,15,13,13,15,15,15,13,15,13,13,13,13,13,13,25
01_11_07_01_0035.bmp,0,7,1,12,5.6231,4.7439,23.6312,8.4376,7.048,5.8207,5.8151,5.9573,5.9621,6.1883,6.35,6.9981,7.9684,9.9137,11.393,15,0,0,15,15,15,15,15,15,15,15,18,13,13,4
01_11_07_01_0061.bmp,0,7,1,12,3.6665,3.8068,13.6042,4.2526,4.219,3.633,3.726,3.9111,3.9099,4.1517,4.7352,6.2424,7.467,9.6547,11.6425,32,8,32,26,26,32,32,32,32,32,32,32,19,23,23
01_11_07_01_0065.bmp,0,7,1,12,4.2748,3.9934,15.0506,5.1958,5.0496,4.2808,4.3523,4.4756,4.5529,4.8385,5.2279,6.7647,7.6294,9.8052,12.3468,32,24,2,26,26,32,32,32,32,32,32,32,32,23,23
01_11_07_01_0066.bmp,0,7,1,12,4.0919,4.2466,14.7153,5.1167,5.79,4.13,4.2122,4.3116,4.7166,4.881,5.7314,6.2792,7.9936,10.1958,12.7395,32,32,2,26,26,32,32,32,32,32,32,32,23,23,23
01_11_07_01_0072.bmp,0,7,1,12,3.9262,4.44,10.9522,4.1866,4.903,3.9358,4.0492,4.018,4.265,4.5142,5.1944,6.2106,7.21,9.7757,12.0064,32,32,2,4,6,32,32,32,2,2,2,2,2,23,23
01_11_07_01_0075.bmp,0,7,1,12,2.7938,3.0765,7.5182,3.2692,5.5029,2.7164,2.7264,2.9686,3.3219,3.9522,4.2395,5.503,6.5114,8.7571,11.6307,32,32,2,23,13,32,32,32,32,2,6,2,23,23,23
01_12_07_01_0003.bmp,0,7,1,17,4.053,3.6273,11.2091,5.3819,7.6373,4.0643,4.1279,4.397,4.2537,5.0157,4.7936,6.5052,7.3295,8.8146,10.3079,15,15,1,15,15,15,15,15,15,15,15,13,12,12,25
01_12_07_01_0004.bmp,0,7,1,17,3.179,2.5215,9.9967,4.5032,4.4622,3.2109,3.4571,3.3458,3.816,4.2118,4.7797,5.707,6.0581,8.3048,9.6872,15,36,1,15,13,15,15,15,13,13,13,13,13,25,12
01_12_07_01_0004.bmp,1,7,1,17,0.9133,0.7221,9.3801,1.2962,1.4422,0.9338,0.9776,0.9748,1.3015,1.6098,2.1832,2.8585,3.422,5.0966,6.065,29,31,0,29,29,29,29,29,29,29,3,29,12,24,12
01_12_07_01_0005.bmp,0,7,1,17,5.6974,4.1604,11.3484,6.7573,6.4551,5.7802,5.5827,5.6607,5.373,6.0201,6.3018,5.9529,7.3441,9.1653,9.2113,36,36,13,17,36,36,36,36,36,36,36,36,12,12,25
01_12_07_01_0006.bmp,1,7,1,17,0.8157,0.7364,11.23,1.1755,1.6479,0.7969,1.0689,1.0581,1.273,1.5067,1.71,2.9456,3.3044,4.7969,6.3215,12,31,0,29,14,15,12,15,25,12,25,12,12,13,13
01_12_07_01_0009.bmp,1,7,1,17,0.756,0.746,12.9608,1.2301,1.7213,0.8565,0.9763,1.2804,1.1504,1.77,2.0932,2.3502,3.4291,4.7163,5.2313,29,31,0,29,14,29,29,29,12,29,29,14,12,23,28
01_12_07_01_0013.bmp,0,7,1,17,5.0943,4.1568,9.5032,5.7769,6.0677,5.0019,4.9842,4.8991,4.8528,5.3089,5.8042,6.6635,6.8618,9.6598,11.861,15,15,1,15,15,15,15,15,15,15,15,13,12,1,25
01_12_07_01_0014.bmp,0,7,1,17,5.1592,4.019,8.8457,5.8402,6.1887,5.029,4.8685,5.0286,5.3807,4.9865,6.1335,6.8608,7.4315,9.536,11.2826,15,15,9,15,15,15,15,15,15,15,15,13,25,12,25
01_12_07_01_0017.bmp,1,7,1,17,0.5651,0.5573,11.1737,0.8487,1.0821,0.6928,0.8375,1.0619,1.0924,1.7685,1.8151,2.9134,3.6526,4.9379,5.2678,29,31,0,5,14,29,29,29,1,29,12,12,1,12,14
01_12_07_01_0020.bmp,1,7,1,17,0.7321,0.6515,11.6683,1.177,1.7272,0.7972,0.8894,1.2882,1.0769,1.5933,1.9641,2.5919,3.7445,4.9926,5.7258,12,36,0,14,14,12,12,12,12,12,12,14,25,13,12
01_12_07_01_0023.bmp,1,7,1,17,0.7962,0.7315,12.4861,1.1642,1.2127,0.924,0.999,1.1495,1.4166,1.8143,2.2123,2.9912,3.4033,4.9239,7.28,1,31,0,5,14,1,1,29,1,29,1,12,1,14,23
01_12_07_01_0027.bmp,0,7,1,17,4.8701,5.7082,9.7545,2.5303,5.6669,4.8762,5.0181,4.8669,4.8894,5.5642,5.5318,5.9406,6.6415,8.7278,9.9569,15,15,16,17,15,15,15,15,15,15,15,26,26,26,41
01_12_07_01_0028.bmp,0,7,1,17,2.1155,2.3822,7.4552,1.7525,2.1873,2.1166,2.1483,2.3194,2.6846,3.1372,3.9353,5.0963,6.7084,8.759,11.6285,2,13,2,14,2,2,2,2,2,2,2,2,14,8,13
01_12_07_01_0029.bmp,0,7,1,17,2.0043,2.537,7.3988,1.1937,1.9966,2.0915,2.1312,2.3881,2.6427,3.2859,3.4383,4.7856,6.6123,9.2179,11.4214,26,13,2,14,14,26,26,26,26,26,14,14,14,13,13
01_12_07_01_0030.bmp,0,7,1,17,1.7965,2.2607,6.8032,1.0499,1.8212,1.7971,1.8994,2.0155,2.4713,3.2567,3.6273,5.1523,6.3817,8.9975,11.3989,8,13,17,8,8,17,8,8,8,8,8,8,13,14,13
01_12_07_01_0032.bmp,1,7,1,17,0.7143,0.675,9.7248,0.9972,1.6042,0.7743,0.8074,1.0199,1.1982,1.3769,2.0385,2.6081,2.8354,4.5704,6.4754,1,36,0,5,14,1,1,1,1,1,1,29,1,1,11
01_12_07_01_0033.bmp,1,7,1,17,0.6438,0.625,10.8815,0.944,1.4429,0.7754,0.8736,0.9616,1.3486,1.3625,2.0533,2.8466,3.5207,4.6805,6.9739,1,36,25,5,25,29,1,29,29,1,29,1,9,14,13
