filename,occ,ch,sev,sigma,true,b,c,e,branch,pred_va,pred_vb,pred_dcp,pred_adair,pred_clahe,pred_passthrough
01_03_12_03_0070.bmp,0,12,3,0,9,0.51116,0.09108,0.03159,clahe,13,15,15,15,13,13
01_03_12_03_0078.bmp,0,12,3,0,9,0.51371,0.09733,0.0687,clahe,13,9,9,15,13,13
01_03_12_03_0079.bmp,0,12,3,0,9,0.5124,0.09545,0.06094,clahe,9,9,9,15,9,13
01_03_12_03_0081.bmp,0,12,3,0,9,0.51173,0.10259,0.05754,clahe,9,9,9,41,9,13
01_03_12_03_0083.bmp,0,12,3,0,9,0.50984,0.10463,0.05752,clahe,13,9,9,15,13,13
01_03_12_03_0084.bmp,0,12,3,0,9,0.50745,0.10592,0.05047,clahe,13,9,9,15,13,13
01_06_12_03_0001.bmp,1,12,3,0,14,0.54248,0.09531,0.14583,clahe,25,14,14,14,25,36
01_06_12_03_0002.bmp,0,12,3,0,14,0.52695,0.10125,0.13116,clahe,25,25,25,14,25,25
01_06_12_03_0002.bmp,1,12,3,0,14,0.53105,0.08053,0.06667,clahe,42,14,14,14,42,36
01_06_12_03_0004.bmp,0,12,3,0,14,0.50643,0.09597,0.11786,clahe,25,14,14,14,25,25
01_06_12_03_0005.bmp,1,12,3,0,14,0.5241,0.08405,0.0125,clahe,13,13,13,14,13,36
01_06_12_03_0007.bmp,0,12,3,0,14,0.51265,0.10668,0.15766,passthrough,25,25,14,14,25,25
01_06_12_03_0007.bmp,1,12,3,0,14,0.5334,0.09472,0.11111,clahe,25,14,14,14,25,25
01_06_12_03_0008.bmp,1,12,3,0,14,0.53071,0.09006,0.1881,clahe,1,14,14,14,1,36
01_06_12_03_0010.bmp,0,12,3,0,14,0.51621,0.10846,0.21304,passthrough,25,25,14,14,25,25
01_06_12_03_0013.bmp,1,12,3,0,14,0.53129,0.10769,0.18012,passthrough,36,36,14,14,25,36
01_06_12_03_0014.bmp,0,12,3,0,14,0.50918,0.10859,0.20026,passthrough,25,25,14,14,2,25
01_06_12_03_0016.bmp,1,12,3,0,14,0.53937,0.10919,0.22283,passthrough,25,25,14,14,25,25
01_06_12_03_0020.bmp,0,12,3,0,14,0.50255,0.10276,0.17049,clahe,25,14,14,14,25,25
01_06_12_03_0021.bmp,0,12,3,0,14,0.50132,0.10306,0.17799,clahe,2,14,14,14,2,25
01_06_12_03_0022.bmp,0,12,3,0,14,0.49727,0.10679,0.18752,passthrough,25,25,14,14,2,25
01_06_12_03_0022.bmp,1,12,3,0,14,0.54815,0.13154,0.1168,passthrough,25,25,14,14,25,25
01_06_12_03_0023.bmp,0,12,3,0,14,0.50281,0.11342,0.16624,passthrough,25,25,14,14,25,25
01_06_12_03_0023.bmp,1,12,3,0,14,0.56174,0.14324,0.14368,passthrough,13,13,14,14,13,13
01_06_12_03_0024.bmp,0,12,3,0,14,0.50195,0.109,0.1563,passthrough,25,25,14,14,2,25
01_06_12_03_0024.bmp,1,12,3,0,14,0.55937,0.14265,0.08966,passthrough,25,25,14,14,11,25
01_06_12_03_0025.bmp,0,12,3,0,14,0.50477,0.11375,0.14505,passthrough,25,25,14,14,2,25
01_06_12_03_0025.bmp,1,12,3,0,14,0.54328,0.12262,0.20452,passthrough,25,25,14,14,25,25
01_06_12_03_0026.bmp,0,12,3,0,14,0.50164,0.11418,0.14262,passthrough,25,25,14,14,2,25
01_06_12_03_0026.bmp,1,12,3,0,14,0.54417,0.12786,0.2069,passthrough,25,25,14,14,13,25
01_06_12_03_0027.bmp,1,12,3,0,14,0.53778,0.11882,0.16885,passthrough,25,25,13,14,11,25
01_06_12_03_0028.bmp,1,12,3,0,14,0.53963,0.1171,0.20161,passthrough,25,25,14,14,25,25
01_06_12_03_0029.bmp,1,12,3,0,14,0.53214,0.11097,0.18347,passthrough,25,25,14,14,18,25
01_06_12_03_0030.bmp,0,12,3,0,14,0.48697,0.10687,0.13647,passthrough,25,25,14,14,2,25
01_06_12_03_0031.bmp,1,12,3,0,14,0.53986,0.12281,0.11005,passthrough,12,12,13,3,0,12
01_06_12_03_0032.bmp,0,12,3,0,14,0.48476,0.10083,0.13105,clahe,2,14,14,14,2,25
01_06_12_03_0032.bmp,1,12,3,0,14,0.53482,0.11706,0.19617,passthrough,31,31,13,13,42,31
01_06_12_03_0033.bmp,1,12,3,0,14,0.53153,0.11498,0.17703,passthrough,31,31,13,13,16,31
01_06_12_03_0034.bmp,0,12,3,0,14,0.4779,0.10521,0.14141,clahe,4,14,14,14,4,25
01_06_12_03_0034.bmp,1,12,3,0,14,0.52405,0.10764,0.10526,passthrough,36,36,13,15,42,36
01_06_12_03_0036.bmp,1,12,3,0,14,0.51973,0.10439,0.09091,clahe,2,7,7,14,2,31
01_06_12_03_0037.bmp,0,12,3,0,14,0.47432,0.10624,0.13393,passthrough,25,25,14,14,5,25
01_06_12_03_0037.bmp,1,12,3,0,14,0.52523,0.11608,0.12083,passthrough,31,31,17,8,6,31
01_06_12_03_0044.bmp,0,12,3,0,14,0.48698,0.1099,0.07926,passthrough,10,10,17,17,0,10
01_06_12_03_0045.bmp,0,12,3,0,14,0.4917,0.08664,0.03611,clahe,16,14,14,17,16,31
01_06_12_03_0051.bmp,0,12,3,0,14,0.50612,0.11157,0.04948,stretch,13,13,14,14,1,32
01_06_12_03_0052.bmp,0,12,3,0,14,0.48885,0.11299,0.08508,passthrough,32,32,14,14,25,32
01_06_12_03_0056.bmp,0,12,3,0,14,0.4949,0.09442,0.07773,clahe,16,14,14,17,16,36
01_06_12_03_0057.bmp,0,12,3,0,14,0.50225,0.11577,0.06176,stretch,13,13,14,17,9,36
01_06_12_03_0058.bmp,0,12,3,0,14,0.49972,0.11549,0.10098,passthrough,36,36,14,14,13,36
01_06_12_03_0059.bmp,0,12,3,0,14,0.49579,0.1172,0.05976,stretch,13,13,26,14,23,36
01_06_12_03_0064.bmp,0,12,3,0,14,0.50007,0.13456,0.04791,stretch,13,13,14,14,23,32
01_06_12_03_0067.bmp,0,12,3,0,14,0.49889,0.13019,0.07927,passthrough,13,13,14,14,25,13
01_06_12_03_0069.bmp,0,12,3,0,14,0.48724,0.12496,0.05323,stretch,25,25,14,14,25,25
01_06_12_03_0070.bmp,0,12,3,0,14,0.48449,0.11642,0.05077,stretch,25,25,14,14,25,25
01_06_12_03_0075.bmp,0,12,3,0,14,0.46645,0.07144,0.0,clahe,24,14,14,14,24,25
01_06_12_03_0085.bmp,0,12,3,0,14,0.48519,0.09714,0.04453,clahe,0,14,14,8,0,2
01_06_12_03_0086.bmp,0,12,3,0,14,0.50677,0.0954,0.06026,clahe,7,17,17,17,7,16
01_11_12_03_0001.bmp,0,12,3,0,12,0.53921,0.09582,0.2201,clahe,1,13,13,13,1,31
01_11_12_03_0002.bmp,0,12,3,0,12,0.54069,0.09179,0.16268,clahe,11,13,13,26,11,36
01_11_12_03_0003.bmp,0,12,3,0,12,0.53973,0.09281,0.16746,clahe,1,41,41,13,1,31
01_11_12_03_0005.bmp,0,12,3,0,12,0.54455,0.09519,0.20574,clahe,1,15,15,15,1,31
01_11_12_03_0006.bmp,0,12,3,0,12,0.54673,0.0909,0.1866,clahe,42,32,32,15,42,31
01_11_12_03_0013.bmp,0,12,3,0,12,0.55024,0.094,0.22488,clahe,11,32,32,13,11,31
01_11_12_03_0014.bmp,0,12,3,0,12,0.54171,0.09374,0.15357,clahe,11,13,13,13,11,31
01_11_12_03_0015.bmp,0,12,3,0,12,0.54097,0.1005,0.175,clahe,11,13,13,13,11,36
01_11_12_03_0016.bmp,0,12,3,0,12,0.53767,0.09888,0.20333,clahe,11,18,18,13,11,11
01_11_12_03_0019.bmp,0,12,3,0,12,0.5409,0.10016,0.19,clahe,11,17,17,18,11,11
01_11_12_03_0020.bmp,0,12,3,0,12,0.54335,0.10338,0.19667,clahe,11,35,35,32,11,32
01_11_12_03_0021.bmp,0,12,3,0,12,0.53517,0.09865,0.22251,clahe,11,1,1,1,11,32
01_11_12_03_0024.bmp,0,12,3,0,12,0.53061,0.10295,0.16667,clahe,11,1,1,1,11,32
01_11_12_03_0026.bmp,0,12,3,0,12,0.53211,0.10063,0.14444,clahe,11,1,1,32,11,32
01_11_12_03_0027.bmp,0,12,3,0,12,0.53244,0.10419,0.15333,clahe,11,1,1,1,11,32
01_11_12_03_0028.bmp,0,12,3,0,12,0.53481,0.09965,0.13333,clahe,11,7,7,7,11,32
01_11_12_03_0031.bmp,0,12,3,0,12,0.53092,0.10323,0.15048,clahe,11,1,1,1,11,32
01_11_12_03_0033.bmp,0,12,3,0,12,0.5327,0.10393,0.23986,clahe,11,1,1,1,11,32
01_11_12_03_0035.bmp,0,12,3,0,12,0.52207,0.10277,0.15457,clahe,11,1,1,15,11,13
01_11_12_03_0036.bmp,0,12,3,0,12,0.51719,0.09957,0.13582,clahe,18,1,1,1,18,32
01_11_12_03_0042.bmp,0,12,3,0,12,0.51811,0.09906,0.13986,clahe,18,1,1,1,18,13
01_11_12_03_0046.bmp,0,12,3,0,12,0.51103,0.09941,0.11966,clahe,11,1,1,15,11,25
01_11_12_03_0056.bmp,0,12,3,0,12,0.51362,0.11497,0.1413,passthrough,13,13,1,1,11,13
01_11_12_03_0061.bmp,0,12,3,0,12,0.51191,0.1196,0.11875,passthrough,13,13,1,15,18,13
01_11_12_03_0064.bmp,0,12,3,0,12,0.51067,0.11832,0.10379,passthrough,13,13,1,15,18,13
01_11_12_03_0065.bmp,0,12,3,0,12,0.51268,0.12084,0.10624,passthrough,13,13,1,15,18,13
01_11_12_03_0066.bmp,0,12,3,0,12,0.51124,0.12065,0.09492,passthrough,13,13,15,15,18,13
01_11_12_03_0067.bmp,0,12,3,0,12,0.51279,0.12372,0.09951,passthrough,13,13,13,15,18,13
01_11_12_03_0072.bmp,0,12,3,0,12,0.50606,0.12328,0.07671,passthrough,25,25,1,15,18,25
01_11_12_03_0075.bmp,0,12,3,0,12,0.50428,0.12562,0.06658,stretch,25,25,15,15,18,25
01_12_12_03_0003.bmp,0,12,3,0,17,0.48611,0.11882,0.08571,passthrough,36,36,26,17,16,36
01_12_12_03_0004.bmp,0,12,3,0,17,0.50066,0.12352,0.13611,passthrough,16,16,17,17,9,16
01_12_12_03_0004.bmp,1,12,3,0,17,0.50172,0.0404,0.0,clahe,11,25,25,32,11,31
01_12_12_03_0005.bmp,0,12,3,0,17,0.49888,0.13859,0.13333,passthrough,17,17,26,17,16,17
01_12_12_03_0005.bmp,1,12,3,0,17,0.50208,0.03943,0.0,clahe,13,25,25,29,13,31
01_12_12_03_0006.bmp,1,12,3,0,17,0.50202,0.03674,0.0,clahe,11,25,25,29,11,31
01_12_12_03_0009.bmp,1,12,3,0,17,0.50045,0.04132,0.0,clahe,11,25,25,29,11,31
01_12_12_03_0013.bmp,0,12,3,0,17,0.49005,0.13072,0.08903,passthrough,17,17,26,17,9,17
01_12_12_03_0014.bmp,0,12,3,0,17,0.4899,0.13308,0.08696,passthrough,17,17,17,17,9,17
01_12_12_03_0017.bmp,1,12,3,0,17,0.50879,0.03689,0.0,clahe,1,38,38,36,1,36
01_12_12_03_0020.bmp,0,12,3,0,17,0.47311,0.12223,0.06003,stretch,17,17,18,17,12,17
01_12_12_03_0020.bmp,1,12,3,0,17,0.51295,0.0468,0.0,clahe,25,14,14,14,25,31
01_12_12_03_0022.bmp,0,12,3,0,17,0.47554,0.12555,0.06258,stretch,17,17,13,17,16,17
01_12_12_03_0023.bmp,1,12,3,0,17,0.51539,0.03764,0.0,clahe,9,25,25,12,9,36
01_12_12_03_0027.bmp,0,12,3,0,17,0.47168,0.12024,0.0625,stretch,17,17,7,17,16,17
01_12_12_03_0028.bmp,0,12,3,0,17,0.50172,0.12397,0.04883,stretch,12,12,26,14,32,12
01_12_12_03_0029.bmp,0,12,3,0,17,0.49414,0.11386,0.0629,stretch,13,13,14,17,13,31
01_12_12_03_0030.bmp,0,12,3,0,17,0.49315,0.11186,0.03611,stretch,13,13,14,17,13,12
01_12_12_03_0032.bmp,1,12,3,0,17,0.51904,0.05175,0.0,clahe,12,13,13,29,12,31
01_12_12_03_0033.bmp,1,12,3,0,17,0.51985,0.04158,0.0,clahe,1,14,14,29,1,31
01_12_12_03_0034.bmp,1,12,3,0,17,0.5202,0.05197,0.0,clahe,11,25,25,15,11,31
01_12_12_03_0035.bmp,1,12,3,0,17,0.52201,0.04197,0.0,clahe,1,14,14,29,1,36
01_12_12_03_0036.bmp,0,12,3,0,17,0.48893,0.11523,0.025,stretch,36,36,17,17,9,36
01_12_12_03_0036.bmp,1,12,3,0,17,0.52356,0.04271,0.0,clahe,1,25,25,29,1,36
01_12_12_03_0037.bmp,1,12,3,0,17,0.52469,0.04523,0.0,clahe,1,13,13,29,1,31
01_12_12_03_0041.bmp,0,12,3,0,17,0.49478,0.1538,0.02291,stretch,36,36,17,17,16,36
01_12_12_03_0042.bmp,0,12,3,0,17,0.48082,0.12788,0.01649,stretch,36,36,17,17,11,36
01_12_12_03_0042.bmp,1,12,3,0,17,0.5303,0.0702,0.0,clahe,25,26,26,14,25,36
01_12_12_03_0047.bmp,0,12,3,0,17,0.52721,0.07877,0.0,clahe,9,25,25,29,9,36
01_12_12_03_0048.bmp,0,12,3,0,17,0.52721,0.07432,0.0,clahe,13,17,17,17,13,36
01_12_12_03_0049.bmp,0,12,3,0,17,0.52635,0.07131,0.0,clahe,1,17,17,17,1,36
01_12_12_03_0054.bmp,0,12,3,0,17,0.52671,0.08096,0.0,clahe,12,12,12,17,12,36
01_12_12_03_0055.bmp,0,12,3,0,17,0.52398,0.07338,0.0,clahe,25,17,17,29,25,36
01_12_12_03_0056.bmp,0,12,3,0,17,0.52839,0.07916,0.08651,clahe,9,18,18,17,9,31
01_12_12_03_0066.bmp,0,12,3,0,17,0.52629,0.09028,0.0,clahe,25,26,26,41,25,17
01_12_12_03_0068.bmp,0,12,3,0,17,0.53413,0.0986,0.14048,clahe,25,17,17,17,25,17
01_12_12_03_0079.bmp,0,12,3,0,17,0.54236,0.10291,0.1152,clahe,25,18,18,17,25,17
01_12_12_03_0080.bmp,0,12,3,0,17,0.54047,0.10238,0.1184,clahe,25,17,17,17,25,17
01_12_12_03_0081.bmp,0,12,3,0,17,0.54,0.1043,0.1136,clahe,25,17,17,17,25,17
01_12_12_03_0087.bmp,0,12,3,0,17,0.52828,0.09862,0.1037,clahe,16,26,26,17,16,17
01_12_12_03_0089.bmp,0,12,3,0,17,0.52638,0.09934,0.06923,clahe,16,26,26,17,16,17
01_12_12_03_0090.bmp,0,12,3,0,17,0.52539,0.10143,0.06154,clahe,16,17,17,17,16,17
01_12_12_03_0091.bmp,0,12,3,0,17,0.53345,0.10724,0.09857,passthrough,36,36,26,17,25,36
01_12_12_03_0095.bmp,0,12,3,0,17,0.53071,0.1106,0.13857,passthrough,17,17,26,17,25,17
01_12_12_03_0096.bmp,0,12,3,0,17,0.53075,0.11384,0.12,passthrough,17,17,26,17,9,17
01_12_12_03_0104.bmp,0,12,3,0,17,0.52844,0.12511,0.13571,passthrough,17,17,17,17,13,17
01_12_12_03_0108.bmp,0,12,3,0,17,0.53009,0.12384,0.09698,passthrough,17,17,17,17,25,17
01_12_12_03_0113.bmp,0,12,3,0,17,0.52372,0.13281,0.04993,stretch,17,17,17,17,9,17
01_13_12_03_0001.bmp,0,12,3,0,13,0.60309,0.11187,0.28846,passthrough,31,31,13,13,13,31
01_13_12_03_0003.bmp,0,12,3,0,13,0.59213,0.10875,0.26923,passthrough,12,12,13,13,1,12
01_13_12_03_0004.bmp,0,12,3,0,13,0.58967,0.11252,0.21795,passthrough,31,31,13,13,11,31
01_13_12_03_0006.bmp,0,12,3,0,13,0.58042,0.10016,0.23718,clahe,12,12,12,13,12,31
01_13_12_03_0007.bmp,1,12,3,0,13,0.63145,0.12054,0.21016,passthrough,13,13,13,13,13,13
01_13_12_03_0008.bmp,1,12,3,0,13,0.62832,0.12588,0.21978,passthrough,13,13,13,13,13,13
01_13_12_03_0009.bmp,0,12,3,0,13,0.5774,0.10557,0.17308,clahe,42,13,13,13,42,31
01_13_12_03_0009.bmp,1,12,3,0,13,0.62612,0.12975,0.1772,passthrough,13,13,13,13,13,13
01_13_12_03_0010.bmp,0,12,3,0,13,0.57843,0.10806,0.21154,passthrough,31,31,7,13,42,31
01_13_12_03_0010.bmp,1,12,3,0,13,0.6246,0.13018,0.23214,passthrough,13,13,13,13,13,13
01_13_12_03_0011.bmp,0,12,3,0,13,0.56923,0.09999,0.12179,clahe,11,13,13,13,11,31
01_13_12_03_0012.bmp,0,12,3,0,13,0.56405,0.10764,0.16667,passthrough,38,38,13,13,42,38
01_13_12_03_0014.bmp,0,12,3,0,13,0.56224,0.10085,0.15385,clahe,13,13,13,13,13,31
01_13_12_03_0014.bmp,1,12,3,0,13,0.62325,0.13315,0.20604,passthrough,13,13,13,13,13,13
01_13_12_03_0017.bmp,0,12,3,0,13,0.55938,0.09693,0.15385,clahe,13,13,13,13,13,31
01_13_12_03_0018.bmp,1,12,3,0,13,0.61753,0.13808,0.20385,passthrough,13,13,13,13,13,13
01_13_12_03_0019.bmp,0,12,3,0,13,0.5636,0.10355,0.19872,clahe,42,13,13,13,42,31
01_13_12_03_0020.bmp,0,12,3,0,13,0.56551,0.10171,0.16667,clahe,23,13,13,13,23,31
01_13_12_03_0023.bmp,0,12,3,0,13,0.57687,0.1115,0.25641,passthrough,31,31,13,13,25,31
01_13_12_03_0025.bmp,0,12,3,0,13,0.57959,0.11577,0.23718,passthrough,31,31,13,13,42,31
01_13_12_03_0027.bmp,0,12,3,0,13,0.57775,0.1172,0.19872,passthrough,31,31,13,13,11,31
01_13_12_03_0027.bmp,1,12,3,0,13,0.60205,0.14715,0.1633,passthrough,13,13,13,13,13,13
01_13_12_03_0028.bmp,0,12,3,0,13,0.57921,0.12628,0.19231,passthrough,13,13,13,13,11,13
01_13_12_03_0029.bmp,0,12,3,0,13,0.58502,0.12425,0.1859,passthrough,38,38,13,13,42,38
01_13_12_03_0029.bmp,1,12,3,0,13,0.60075,0.15332,0.18182,passthrough,13,13,13,13,13,13
01_13_12_03_0031.bmp,1,12,3,0,13,0.61304,0.14401,0.16498,passthrough,13,13,13,13,13,13
01_13_12_03_0032.bmp,1,12,3,0,13,0.61156,0.14816,0.16866,passthrough,13,13,13,13,13,13
01_13_12_03_0037.bmp,1,12,3,0,13,0.61607,0.15521,0.1463,passthrough,13,13,13,13,13,13
01_13_12_03_0040.bmp,1,12,3,0,13,0.61399,0.15646,0.14077,passthrough,13,13,13,13,13,13
01_13_12_03_0042.bmp,0,12,3,0,13,0.5888,0.13783,0.20526,passthrough,13,13,13,13,13,13
01_13_12_03_0043.bmp,1,12,3,0,13,0.60946,0.15344,0.11429,passthrough,13,13,13,13,13,13
01_13_12_03_0044.bmp,1,12,3,0,13,0.60792,0.15435,0.09825,passthrough,13,13,13,13,13,13
01_13_12_03_0045.bmp,1,12,3,0,13,0.60707,0.15393,0.09474,passthrough,13,13,13,13,13,13
01_13_12_03_0046.bmp,0,12,3,0,13,0.59406,0.14502,0.25526,passthrough,13,13,13,13,13,13
01_13_12_03_0046.bmp,1,12,3,0,13,0.60376,0.15471,0.10106,passthrough,13,13,13,13,13,13
01_13_12_03_0047.bmp,0,12,3,0,13,0.5955,0.14403,0.24474,passthrough,13,13,13,13,12,13
01_13_12_03_0047.bmp,1,12,3,0,13,0.60244,0.15606,0.11735,passthrough,13,13,13,13,13,13
01_13_12_03_0048.bmp,0,12,3,0,13,0.57841,0.15034,0.18254,passthrough,13,13,13,13,13,13
01_13_12_03_0049.bmp,0,12,3,0,13,0.5821,0.14824,0.18056,passthrough,13,13,13,13,13,13
01_13_12_03_0050.bmp,1,12,3,0,13,0.60677,0.15639,0.12186,passthrough,13,13,13,13,13,13
01_13_12_03_0051.bmp,0,12,3,0,13,0.58023,0.15137,0.2004,passthrough,13,13,13,13,13,13
01_13_12_03_0051.bmp,1,12,3,0,13,0.60901,0.15748,0.14118,passthrough,13,13,13,13,13,13
01_13_12_03_0054.bmp,0,12,3,0,13,0.57604,0.15175,0.19238,passthrough,13,13,13,13,13,13
01_13_12_03_0056.bmp,0,12,3,0,13,0.57414,0.14881,0.2019,passthrough,13,13,13,13,13,13
01_13_12_03_0059.bmp,0,12,3,0,13,0.57191,0.14678,0.12,passthrough,13,13,13,13,13,13
01_13_12_03_0061.bmp,1,12,3,0,13,0.58453,0.15989,0.09935,passthrough,13,13,13,13,13,13
01_13_12_03_0063.bmp,0,12,3,0,13,0.58215,0.1505,0.17778,passthrough,13,13,13,13,13,13
01_13_12_03_0064.bmp,0,12,3,0,13,0.58761,0.15201,0.21926,passthrough,13,13,13,13,13,13
01_13_12_03_0065.bmp,0,12,3,0,13,0.5868,0.15192,0.16239,passthrough,13,13,13,13,13,13
01_13_12_03_0065.bmp,1,12,3,0,13,0.48182,0.03693,0.0,clahe,13,13,13,13,13,31
01_13_12_03_0066.bmp,1,12,3,0,13,0.48492,0.04205,0.0,clahe,11,13,13,13,11,31
01_13_12_03_0068.bmp,0,12,3,0,13,0.58387,0.15957,0.20822,passthrough,13,13,13,13,13,13
01_13_12_03_0069.bmp,0,12,3,0,13,0.58713,0.15765,0.20822,passthrough,13,13,13,13,13,13
01_13_12_03_0070.bmp,0,12,3,0,13,0.58956,0.15982,0.20557,passthrough,13,13,13,13,13,13
01_13_12_03_0070.bmp,1,12,3,0,13,0.48305,0.04634,0.0,clahe,11,13,13,13,11,31
01_13_12_03_0071.bmp,1,12,3,0,13,0.4841,0.04735,0.0,clahe,1,13,13,13,1,31
01_13_12_03_0072.bmp,0,12,3,0,13,0.59455,0.1632,0.21618,passthrough,13,13,13,13,13,13
01_13_12_03_0073.bmp,0,12,3,0,13,0.59631,0.16388,0.18008,passthrough,13,13,13,13,13,13
01_13_12_03_0073.bmp,1,12,3,0,13,0.48452,0.04874,0.0,clahe,13,13,13,32,13,31
01_13_12_03_0074.bmp,0,12,3,0,13,0.59725,0.15969,0.15907,passthrough,13,13,13,13,13,13
01_13_12_03_0076.bmp,1,12,3,0,13,0.48852,0.05086,0.0,clahe,13,13,13,32,13,31
01_13_12_03_0077.bmp,1,12,3,0,13,0.49129,0.04981,0.0,clahe,1,13,13,32,1,31
01_13_12_03_0078.bmp,1,12,3,0,13,0.48889,0.055,0.0,clahe,1,13,13,13,1,31
01_13_12_03_0079.bmp,1,12,3,0,13,0.49283,0.05274,0.0,clahe,13,13,13,13,13,31
01_13_12_03_0080.bmp,0,12,3,0,13,0.59343,0.16281,0.16546,passthrough,13,13,13,13,13,13
01_13_12_03_0081.bmp,1,12,3,0,13,0.50561,0.07175,0.0,clahe,2,13,13,13,2,31
01_13_12_03_0085.bmp,0,12,3,0,13,0.5892,0.16694,0.13544,passthrough,13,13,13,13,13,13
01_13_12_03_0085.bmp,1,12,3,0,13,0.50632,0.0661,0.0,clahe,1,13,13,13,1,31
01_13_12_03_0086.bmp,0,12,3,0,13,0.5888,0.16332,0.12767,passthrough,13,13,13,13,13,13
01_13_12_03_0087.bmp,0,12,3,0,13,0.58846,0.16622,0.11373,passthrough,13,13,13,13,13,13
01_13_12_03_0088.bmp,0,12,3,0,13,0.58606,0.16594,0.12634,passthrough,13,13,13,13,13,13
01_13_12_03_0088.bmp,1,12,3,0,13,0.50969,0.06696,0.0,clahe,9,13,13,13,9,31
01_13_12_03_0090.bmp,1,12,3,0,13,0.51686,0.077,0.05769,clahe,1,13,13,13,1,31
01_13_12_03_0092.bmp,0,12,3,0,13,0.58783,0.16948,0.09813,passthrough,13,13,13,13,13,13
01_13_12_03_0092.bmp,1,12,3,0,13,0.52223,0.07275,0.0,clahe,1,13,13,13,1,31
01_13_12_03_0096.bmp,0,12,3,0,13,0.58569,0.17027,0.098,passthrough,13,13,13,13,13,13
01_13_12_03_0096.bmp,1,12,3,0,13,0.52788,0.06931,0.0,clahe,42,13,13,13,42,31
01_13_12_03_0098.bmp,0,12,3,0,13,0.58025,0.16753,0.085,passthrough,13,13,13,13,13,13
01_13_12_03_0100.bmp,0,12,3,0,13,0.58376,0.16735,0.08077,passthrough,13,13,13,13,13,13
01_13_12_03_0100.bmp,1,12,3,0,13,0.52925,0.07993,0.0,clahe,10,13,13,13,10,31
01_13_12_03_0101.bmp,0,12,3,0,13,0.57727,0.16709,0.06909,stretch,13,13,13,13,13,13
01_13_12_03_0103.bmp,1,12,3,0,13,0.5352,0.09205,0.03715,clahe,1,13,13,13,1,31
01_13_12_03_0104.bmp,1,12,3,0,13,0.52775,0.09591,0.0,clahe,13,13,13,13,13,31
01_13_12_03_0105.bmp,1,12,3,0,13,0.52334,0.07337,0.0,clahe,13,13,13,13,13,31
