filename,occ,ch,sev,true,pred_dcp,prob_dcp,t_clip_frac,out_std
01_13_00_00_0077.bmp,0,0,0,13,13,0.767785,0.0,0.3114
01_13_00_00_0078.bmp,0,0,0,13,13,0.555469,0.0,0.317
01_13_00_00_0079.bmp,0,0,0,13,13,0.781621,0.0,0.3133
01_13_00_00_0080.bmp,0,0,0,13,13,0.635468,0.0,0.3151
01_13_00_00_0081.bmp,0,0,0,13,13,0.668319,0.0,0.3165
01_13_00_00_0082.bmp,0,0,0,13,13,0.531188,0.0,0.3049
01_13_00_00_0083.bmp,0,0,0,13,13,0.497728,0.0,0.3133
01_13_00_00_0084.bmp,0,0,0,13,13,0.652581,0.0,0.3162
01_13_00_00_0085.bmp,0,0,0,13,13,0.727904,0.0,0.321
01_13_00_00_0086.bmp,0,0,0,13,13,0.785443,0.0,0.313
01_13_00_00_0087.bmp,0,0,0,13,13,0.657022,0.0,0.3144
01_13_00_00_0088.bmp,0,0,0,13,13,0.635403,0.0,0.3151
01_13_00_00_0089.bmp,0,0,0,13,13,0.551392,0.0,0.3167
01_13_00_00_0090.bmp,0,0,0,13,13,0.606196,0.0,0.319
01_13_00_00_0091.bmp,0,0,0,13,13,0.602526,0.0,0.3206
01_13_00_00_0092.bmp,0,0,0,13,13,0.558768,0.0,0.3181
01_13_00_00_0093.bmp,0,0,0,13,13,0.70726,0.0,0.3102
01_13_00_00_0094.bmp,0,0,0,13,13,0.736537,0.0,0.3062
01_13_00_00_0095.bmp,0,0,0,13,13,0.686805,0.0,0.3135
01_13_00_00_0096.bmp,0,0,0,13,13,0.747897,0.0,0.3237
01_13_00_00_0097.bmp,0,0,0,13,13,0.710071,0.0,0.316
01_13_00_00_0098.bmp,0,0,0,13,13,0.67222,0.0,0.3155
01_13_00_00_0099.bmp,0,0,0,13,13,0.628863,0.0,0.3097
01_13_00_00_0100.bmp,0,0,0,13,13,0.631468,0.0,0.3141
01_13_00_00_0101.bmp,0,0,0,13,13,0.680065,0.0,0.306
01_13_00_00_0102.bmp,0,0,0,13,13,0.234312,0.0,0.3296
01_13_00_00_0103.bmp,0,0,0,13,13,0.465902,0.0,0.3438
01_13_00_00_0104.bmp,0,0,0,13,13,0.443713,0.0,0.3451
01_13_00_00_0105.bmp,0,0,0,13,13,0.428134,0.0,0.3305
01_13_00_00_0106.bmp,0,0,0,13,13,0.40997,0.0,0.3241
01_13_00_00_0107.bmp,0,0,0,13,13,0.34483,0.0,0.3403
01_13_00_00_0108.bmp,0,0,0,13,13,0.267816,0.0,0.3516
01_13_00_00_0109.bmp,0,0,0,13,13,0.299952,0.0,0.3259
01_13_00_00_0110.bmp,0,0,0,13,13,0.394014,0.0,0.317
01_13_00_00_0111.bmp,0,0,0,13,13,0.408836,0.0,0.3225
01_13_00_00_0112.bmp,0,0,0,13,13,0.365726,0.0,0.3199
01_13_00_00_0113.bmp,0,0,0,13,13,0.446011,0.0,0.2847
01_13_00_00_0114.bmp,0,0,0,13,13,0.635694,0.0,0.2783
01_13_00_00_0115.bmp,0,0,0,13,13,0.258039,0.0,0.2324
01_13_00_00_0116.bmp,0,0,0,13,13,0.568299,0.0,0.3287
01_13_00_00_0117.bmp,0,0,0,13,13,0.392687,0.0,0.2646
01_13_00_00_0118.bmp,0,0,0,13,13,0.438254,0.0,0.2062
01_13_00_00_0119.bmp,0,0,0,13,13,0.298237,0.0,0.2373
01_13_00_00_0120.bmp,0,0,0,13,13,0.512621,0.0,0.293
01_13_00_00_0121.bmp,0,0,0,13,13,0.412929,0.0,0.2898
01_13_00_00_0122.bmp,0,0,0,13,13,0.33163,0.0,0.2855
01_13_00_00_0123.bmp,0,0,0,13,13,0.415958,0.0,0.2699
01_13_00_00_0124.bmp,0,0,0,13,13,0.458931,0.0,0.2848
01_13_00_00_0125.bmp,0,0,0,13,13,0.41855,0.0,0.2927
01_13_00_00_0126.bmp,0,0,0,13,13,0.355399,0.0,0.1697
01_13_00_00_0127.bmp,0,0,0,13,13,0.541519,0.0,0.2235
01_13_00_00_0128.bmp,0,0,0,13,13,0.369092,0.0,0.1686
01_13_00_00_0129.bmp,0,0,0,13,13,0.323801,0.0,0.1688
01_13_00_00_0130.bmp,0,0,0,13,13,0.372725,0.0,0.176
01_13_00_00_0131.bmp,0,0,0,13,13,0.454132,0.0,0.2418
01_13_00_00_0132.bmp,0,0,0,13,13,0.37587,0.0,0.1741
01_13_00_00_0133.bmp,0,0,0,13,13,0.268821,0.0,0.1668
01_13_00_00_0134.bmp,0,0,0,13,13,0.394674,0.0,0.1681
01_13_00_00_0135.bmp,0,0,0,13,13,0.226482,0.0,0.1684
01_13_00_00_0136.bmp,0,0,0,13,13,0.409394,0.0,0.1729
01_13_00_00_0137.bmp,0,0,0,13,13,0.457033,0.0,0.1769
01_13_00_00_0138.bmp,0,0,0,13,13,0.441145,0.0,0.182
01_13_00_00_0139.bmp,0,0,0,13,13,0.351523,0.0,0.1818
01_13_00_00_0140.bmp,0,0,0,13,13,0.501,0.0,0.1944
01_13_00_00_0141.bmp,0,0,0,13,13,0.489169,0.0,0.1957
01_13_00_00_0142.bmp,0,0,0,13,13,0.520045,0.0,0.1885
01_13_00_00_0143.bmp,0,0,0,13,13,0.50066,0.0,0.1812
01_13_00_00_0144.bmp,0,0,0,13,13,0.619815,0.0,0.1756
01_13_00_00_0145.bmp,0,0,0,13,13,0.464169,0.0,0.1769
01_13_00_00_0146.bmp,0,0,0,13,13,0.429656,0.0,0.1821
01_13_00_00_0147.bmp,0,0,0,13,13,0.353929,0.0,0.1763
01_13_00_00_0148.bmp,0,0,0,13,13,0.425984,0.0,0.1924
01_13_00_00_0149.bmp,0,0,0,13,13,0.338599,0.0,0.1976
01_13_00_00_0150.bmp,0,0,0,13,13,0.270243,0.0,0.2001
01_13_00_00_0151.bmp,0,0,0,13,13,0.345033,0.0,0.1955
01_13_00_00_0152.bmp,0,0,0,13,13,0.263027,0.0,0.1955
01_13_00_00_0153.bmp,0,0,0,13,13,0.445339,0.0,0.199
01_13_00_00_0154.bmp,0,0,0,13,13,0.340186,0.0,0.2026
01_13_00_00_0155.bmp,0,0,0,13,13,0.448107,0.0,0.1973
01_13_00_00_0156.bmp,0,0,0,13,13,0.481522,0.0,0.1979
01_13_00_00_0157.bmp,0,0,0,13,13,0.585777,0.0,0.1981
01_13_00_00_0158.bmp,0,0,0,13,13,0.451225,0.0,0.2008
01_13_00_00_0159.bmp,0,0,0,13,13,0.434335,0.0,0.2053
01_13_00_00_0160.bmp,0,0,0,13,13,0.39096,0.0,0.205
01_13_00_00_0161.bmp,0,0,0,13,13,0.512053,0.0,0.2073
01_13_00_00_0162.bmp,0,0,0,13,13,0.421374,0.0,0.2111
01_13_00_00_0163.bmp,0,0,0,13,13,0.473402,0.0,0.2122
01_13_00_00_0164.bmp,0,0,0,13,13,0.361637,0.0,0.216
01_13_00_00_0165.bmp,0,0,0,13,13,0.420998,0.0,0.2158
01_13_00_00_0166.bmp,0,0,0,13,13,0.344482,0.0,0.2213
01_13_00_00_0167.bmp,0,0,0,13,13,0.218412,0.0,0.2426
01_13_00_00_0168.bmp,0,0,0,13,13,0.434166,0.0,0.2814
01_13_00_00_0169.bmp,0,0,0,13,13,0.868952,0.0,0.3209
01_13_00_00_0170.bmp,0,0,0,13,13,0.436755,0.0,0.2273
01_13_00_00_0171.bmp,0,0,0,13,13,0.366812,0.0,0.2709
01_13_00_00_0172.bmp,0,0,0,13,13,0.506635,0.0,0.2669
01_13_00_00_0173.bmp,0,0,0,13,13,0.575557,0.0,0.3165
01_13_00_00_0174.bmp,0,0,0,13,13,0.665029,0.0,0.2824
01_13_00_00_0175.bmp,0,0,0,13,13,0.666677,0.0,0.2872
01_13_00_00_0176.bmp,0,0,0,13,13,0.672678,0.0,0.2157
01_13_00_00_0177.bmp,0,0,0,13,13,0.672321,0.0,0.2054
01_13_00_00_0178.bmp,0,0,0,13,13,0.732113,0.0,0.3132
01_13_00_00_0179.bmp,0,0,0,13,13,0.306389,0.0,0.2924
01_13_00_00_0180.bmp,0,0,0,13,13,0.545531,0.0,0.2954
01_13_00_00_0181.bmp,0,0,0,13,13,0.658856,0.0,0.3018
01_13_00_00_0182.bmp,0,0,0,13,13,0.536109,0.0,0.225
01_13_00_00_0183.bmp,0,0,0,13,13,0.273569,0.0,0.236
01_13_00_00_0184.bmp,0,0,0,13,13,0.568921,0.0,0.2354
01_13_00_00_0185.bmp,0,0,0,13,13,0.493882,0.0,0.2307
01_13_00_00_0186.bmp,0,0,0,13,13,0.42379,0.0,0.3086
01_13_00_00_0187.bmp,0,0,0,13,13,0.472326,0.0,0.2739
01_13_00_00_0188.bmp,0,0,0,13,13,0.760676,0.0,0.2941
01_13_00_00_0189.bmp,0,0,0,13,13,0.309288,0.0,0.218
01_13_00_00_0190.bmp,0,0,0,13,13,0.295451,0.0,0.2062
01_13_00_00_0191.bmp,0,0,0,13,13,0.284881,0.0,0.219
01_13_00_00_0192.bmp,0,0,0,13,13,0.240575,0.0,0.2156
01_13_00_00_0193.bmp,0,0,0,13,13,0.460965,0.0,0.2023
01_13_00_00_0194.bmp,0,0,0,13,13,0.551475,0.0,0.2144
01_13_00_00_0195.bmp,0,0,0,13,13,0.528143,0.0,0.2303
01_13_00_00_0196.bmp,0,0,0,13,13,0.696313,0.0,0.2388
01_13_00_00_0197.bmp,0,0,0,13,13,0.627356,0.0,0.2277
01_13_00_00_0198.bmp,0,0,0,13,13,0.365502,0.0,0.2214
01_13_00_00_0199.bmp,0,0,0,13,12,0.183036,0.0,0.2388
01_13_00_00_0200.bmp,0,0,0,13,13,0.255137,0.0,0.2234
01_13_00_00_0201.bmp,0,0,0,13,13,0.358499,0.0,0.1977
01_13_00_00_0202.bmp,0,0,0,13,13,0.297644,0.0,0.2353
01_13_00_00_0203.bmp,0,0,0,13,13,0.278967,0.0,0.2197
01_13_00_00_0204.bmp,0,0,0,13,13,0.275923,0.0,0.2076
01_13_00_00_0205.bmp,0,0,0,13,13,0.47171,0.0,0.2124
01_13_00_00_0206.bmp,0,0,0,13,13,0.557324,0.0,0.1982
01_13_00_00_0207.bmp,0,0,0,13,13,0.312304,0.0,0.2196
01_13_00_00_0208.bmp,0,0,0,13,13,0.531334,0.0,0.2386
01_13_00_00_0209.bmp,0,0,0,13,13,0.657806,0.0,0.2003
01_13_00_00_0210.bmp,0,0,0,13,13,0.480835,0.0,0.2022
01_13_00_00_0211.bmp,0,0,0,13,13,0.520013,0.0,0.1777
01_13_00_00_0212.bmp,0,0,0,13,13,0.481601,0.0,0.1925
01_13_00_00_0213.bmp,0,0,0,13,13,0.236115,0.0,0.174
01_13_00_00_0214.bmp,0,0,0,13,34,0.172544,0.0,0.1796
01_13_00_00_0215.bmp,0,0,0,13,13,0.280275,0.0,0.2589
01_13_00_00_0216.bmp,0,0,0,13,13,0.274587,0.0,0.1908
01_13_00_00_0217.bmp,0,0,0,13,13,0.282215,0.0,0.2759
01_13_00_00_0218.bmp,0,0,0,13,13,0.399399,0.0,0.2826
01_13_00_00_0219.bmp,0,0,0,13,13,0.426548,0.0,0.2745
01_13_00_00_0220.bmp,0,0,0,13,13,0.622588,0.0,0.2078
01_13_00_00_0221.bmp,0,0,0,13,13,0.380279,0.0,0.2106
01_13_00_00_0222.bmp,0,0,0,13,13,0.639563,0.0,0.2115
01_13_00_00_0223.bmp,0,0,0,13,13,0.298142,0.0,0.212
01_13_00_00_0224.bmp,0,0,0,13,13,0.609445,0.0,0.2064
01_13_00_00_0225.bmp,0,0,0,13,13,0.792188,0.0,0.2041
01_13_00_00_0226.bmp,0,0,0,13,13,0.78783,0.0,0.2013
01_13_00_00_0227.bmp,0,0,0,13,13,0.667971,0.0,0.2057
01_13_00_00_0228.bmp,0,0,0,13,13,0.746693,0.0,0.2071
01_13_00_00_0229.bmp,0,0,0,13,13,0.668004,0.0,0.2066
01_13_00_00_0230.bmp,0,0,0,13,13,0.543701,0.0,0.2068
01_13_00_00_0231.bmp,0,0,0,13,13,0.521098,0.0,0.2097
01_13_00_00_0232.bmp,0,0,0,13,13,0.727347,0.0,0.2114
01_13_00_00_0233.bmp,0,0,0,13,13,0.700097,0.0,0.2158
01_13_00_00_0234.bmp,0,0,0,13,13,0.561659,0.0,0.2136
01_13_00_00_0235.bmp,0,0,0,13,13,0.682981,0.0,0.2177
01_13_00_00_0236.bmp,0,0,0,13,13,0.697527,0.0,0.2341
01_13_00_00_0237.bmp,0,0,0,13,13,0.458566,0.0,0.2365
01_13_00_00_0238.bmp,0,0,0,13,13,0.270638,0.0,0.2417
01_13_00_00_0239.bmp,0,0,0,13,13,0.284309,0.0,0.2553
01_13_00_00_0240.bmp,0,0,0,13,13,0.228546,0.0,0.2723
01_13_00_00_0241.bmp,0,0,0,13,13,0.389281,0.0,0.2622
01_13_00_00_0242.bmp,0,0,0,13,13,0.306082,0.0,0.2579
01_13_00_00_0243.bmp,0,0,0,13,13,0.22119,0.0,0.2634
01_13_00_00_0244.bmp,0,0,0,13,13,0.31194,0.0,0.2712
01_13_00_00_0245.bmp,0,0,0,13,13,0.183557,0.0,0.2602
01_13_00_00_0246.bmp,0,0,0,13,15,0.151203,0.0,0.2493
01_13_00_00_0247.bmp,0,0,0,13,13,0.427703,0.0,0.2566
01_13_00_00_0248.bmp,0,0,0,13,13,0.480085,0.0,0.2568
01_13_00_00_0249.bmp,0,0,0,13,13,0.507992,0.0,0.2595
01_13_00_00_0250.bmp,0,0,0,13,13,0.45621,0.0,0.2645
01_13_00_00_0251.bmp,0,0,0,13,13,0.533518,0.0,0.2651
01_13_00_00_0252.bmp,0,0,0,13,13,0.537081,0.0,0.2692
01_13_00_00_0253.bmp,0,0,0,13,13,0.480475,0.0,0.2735
01_13_00_00_0254.bmp,0,0,0,13,13,0.474692,0.0,0.2733
01_13_00_00_0255.bmp,0,0,0,13,13,0.44989,0.0,0.2722
01_13_00_00_0256.bmp,0,0,0,13,13,0.474985,0.0,0.2679
01_13_00_00_0257.bmp,0,0,0,13,13,0.524824,0.0,0.2659
01_13_00_00_0258.bmp,0,0,0,13,13,0.541525,0.0,0.253
01_13_00_00_0259.bmp,0,0,0,13,13,0.570176,0.0,0.256
01_13_00_00_0260.bmp,0,0,0,13,13,0.455519,0.0,0.2545
01_13_00_00_0261.bmp,0,0,0,13,13,0.596844,0.0,0.2492
01_13_00_00_0262.bmp,0,0,0,13,13,0.397888,0.0,0.2593
01_13_00_00_0263.bmp,0,0,0,13,13,0.530637,0.0,0.2581
01_13_00_00_0264.bmp,0,0,0,13,13,0.60323,0.0,0.2229
01_13_00_00_0265.bmp,0,0,0,13,13,0.700157,0.0,0.2397
01_13_00_00_0266.bmp,0,0,0,13,13,0.500894,0.0,0.2381
01_13_00_00_0267.bmp,0,0,0,13,13,0.641343,0.0,0.2303
01_13_00_00_0268.bmp,0,0,0,13,13,0.664196,0.0,0.2164
01_13_00_00_0269.bmp,0,0,0,13,13,0.442053,0.0,0.2074
01_06_03_01_0001.bmp,0,3,1,14,14,0.462986,0.0,0.2199
