filename,occ,ch,sev,sigma,true,sigma_hat,sigma_added,c_raw,c_rob,br_pub,br_c1,br_c2,pred_VA,pred_VB,pred_C1_clahe,pred_C1_dcp,pred_C2_clahe,pred_C2_dcp,pred_dcp,pred_adair,pred_passthrough
01_06_12_03_0057.bmp,0,12,3,0,14,1.031,0.0,0.11577,0.11577,stretch,stretch,stretch,13,13,13,13,13,13,14,17,36
01_06_12_03_0058.bmp,0,12,3,0,14,1.147,0.0,0.11549,0.11549,passthrough,passthrough,stretch,36,36,36,36,36,36,14,14,36
01_06_12_03_0059.bmp,0,12,3,0,14,0.959,0.0,0.1172,0.1172,stretch,stretch,stretch,13,13,13,13,13,13,26,14,36
01_06_12_03_0064.bmp,0,12,3,0,14,0.987,0.0,0.13456,0.13456,stretch,stretch,stretch,13,13,13,13,13,13,14,14,32
01_06_12_03_0067.bmp,0,12,3,0,14,1.094,0.0,0.13019,0.13019,passthrough,passthrough,stretch,13,13,13,13,25,25,14,14,13
01_06_12_03_0069.bmp,0,12,3,0,14,0.969,0.0,0.12496,0.12496,stretch,stretch,stretch,25,25,25,25,25,25,14,14,25
01_06_12_03_0070.bmp,0,12,3,0,14,0.951,0.0,0.11642,0.11642,stretch,stretch,stretch,25,25,25,25,25,25,14,14,25
01_06_12_03_0075.bmp,0,12,3,0,14,1.064,0.0,0.07144,0.07144,clahe,clahe,clahe,24,14,24,14,24,14,14,14,25
01_06_12_03_0085.bmp,0,12,3,0,14,0.817,0.0,0.09714,0.09714,clahe,clahe,clahe,0,14,0,14,0,14,14,8,2
01_06_12_03_0086.bmp,0,12,3,0,14,1.364,0.0,0.0954,0.0954,clahe,clahe,clahe,7,17,7,17,7,17,17,17,16
01_11_12_03_0001.bmp,0,12,3,0,12,2.306,0.0,0.09582,0.09582,clahe,clahe,clahe,1,13,1,13,1,13,13,13,31
01_11_12_03_0002.bmp,0,12,3,0,12,2.168,0.0,0.09179,0.09179,clahe,clahe,clahe,11,13,11,13,11,13,13,26,36
01_11_12_03_0003.bmp,0,12,3,0,12,2.803,1.21,0.09281,0.09233,clahe,clahe,clahe,1,41,1,41,1,41,41,13,31
01_11_12_03_0005.bmp,0,12,3,0,12,2.003,0.0,0.09519,0.09519,clahe,clahe,clahe,1,15,1,15,1,15,15,15,31
01_11_12_03_0006.bmp,0,12,3,0,12,2.032,0.0,0.0909,0.0909,clahe,clahe,clahe,42,32,42,32,42,32,32,15,31
01_11_12_03_0013.bmp,0,12,3,0,12,1.91,0.0,0.094,0.094,clahe,clahe,clahe,11,32,11,32,11,32,32,13,31
01_11_12_03_0014.bmp,0,12,3,0,12,1.603,0.0,0.09374,0.09374,clahe,clahe,clahe,11,13,11,13,11,13,13,13,31
01_11_12_03_0015.bmp,0,12,3,0,12,1.862,0.0,0.1005,0.1005,clahe,clahe,clahe,11,13,11,13,11,13,13,13,36
01_11_12_03_0016.bmp,0,12,3,0,12,1.795,0.0,0.09888,0.09888,clahe,clahe,clahe,11,18,11,18,11,18,18,13,11
01_11_12_03_0019.bmp,0,12,3,0,12,1.688,0.0,0.10016,0.10016,clahe,clahe,clahe,11,17,11,17,11,17,17,18,11
01_11_12_03_0020.bmp,0,12,3,0,12,1.833,0.0,0.10338,0.10338,clahe,clahe,clahe,11,35,11,35,11,35,35,32,32
01_11_12_03_0021.bmp,0,12,3,0,12,1.671,0.0,0.09865,0.09865,clahe,clahe,clahe,11,1,11,1,11,1,1,1,32
01_11_12_03_0024.bmp,0,12,3,0,12,1.854,0.0,0.10295,0.10295,clahe,clahe,clahe,11,1,11,1,11,1,1,1,32
01_11_12_03_0026.bmp,0,12,3,0,12,1.865,0.0,0.10063,0.10063,clahe,clahe,clahe,11,1,11,1,11,1,1,32,32
01_11_12_03_0027.bmp,0,12,3,0,12,1.904,0.0,0.10419,0.10419,clahe,clahe,clahe,11,1,11,1,11,1,1,1,32
01_11_12_03_0028.bmp,0,12,3,0,12,2.026,0.0,0.09965,0.09965,clahe,clahe,clahe,11,7,11,7,11,7,7,7,32
01_11_12_03_0031.bmp,0,12,3,0,12,1.478,0.0,0.10323,0.10323,clahe,clahe,clahe,11,1,11,1,11,1,1,1,32
01_11_12_03_0033.bmp,0,12,3,0,12,1.767,0.0,0.10393,0.10393,clahe,clahe,clahe,11,1,11,1,11,1,1,1,32
01_11_12_03_0035.bmp,0,12,3,0,12,1.427,0.0,0.10277,0.10277,clahe,clahe,clahe,11,1,11,1,11,1,1,15,13
01_11_12_03_0036.bmp,0,12,3,0,12,1.404,0.0,0.09957,0.09957,clahe,clahe,clahe,18,1,18,1,18,1,1,1,32
01_11_12_03_0042.bmp,0,12,3,0,12,1.252,0.0,0.09906,0.09906,clahe,clahe,clahe,18,1,18,1,18,1,1,1,13
01_11_12_03_0046.bmp,0,12,3,0,12,1.205,0.0,0.09941,0.09941,clahe,clahe,clahe,11,1,11,1,11,1,1,15,25
01_11_12_03_0056.bmp,0,12,3,0,12,1.096,0.0,0.11497,0.11497,passthrough,passthrough,passthrough,13,13,13,13,13,13,1,1,13
01_11_12_03_0061.bmp,0,12,3,0,12,1.095,0.0,0.1196,0.1196,passthrough,passthrough,passthrough,13,13,13,13,13,13,1,15,13
01_11_12_03_0064.bmp,0,12,3,0,12,0.933,0.0,0.11832,0.11832,passthrough,passthrough,passthrough,13,13,13,13,13,13,1,15,13
01_11_12_03_0065.bmp,0,12,3,0,12,1.009,0.0,0.12084,0.12084,passthrough,passthrough,passthrough,13,13,13,13,13,13,1,15,13
01_11_12_03_0066.bmp,0,12,3,0,12,0.908,0.0,0.12065,0.12065,passthrough,passthrough,passthrough,13,13,13,13,13,13,15,15,13
01_11_12_03_0067.bmp,0,12,3,0,12,0.987,0.0,0.12372,0.12372,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,15,13
01_11_12_03_0072.bmp,0,12,3,0,12,0.738,0.0,0.12328,0.12328,passthrough,passthrough,passthrough,25,25,25,25,25,25,1,15,25
01_11_12_03_0075.bmp,0,12,3,0,12,0.715,0.0,0.12562,0.12562,stretch,stretch,stretch,25,25,25,25,25,25,15,15,25
01_12_12_03_0003.bmp,0,12,3,0,17,0.946,0.0,0.11882,0.11882,passthrough,passthrough,passthrough,36,36,36,36,36,36,26,17,36
01_12_12_03_0004.bmp,0,12,3,0,17,0.748,0.0,0.12352,0.12352,passthrough,passthrough,passthrough,16,16,16,16,16,16,17,17,16
01_12_12_03_0004.bmp,1,12,3,0,17,0.819,0.0,0.0404,0.0404,clahe,clahe,clahe,11,25,11,25,11,25,25,32,31
01_12_12_03_0005.bmp,0,12,3,0,17,0.721,0.0,0.13859,0.13859,passthrough,passthrough,passthrough,17,17,17,17,17,17,26,17,17
01_12_12_03_0005.bmp,1,12,3,0,17,0.982,0.0,0.03943,0.03943,clahe,clahe,clahe,13,25,13,25,13,25,25,29,31
01_12_12_03_0006.bmp,1,12,3,0,17,0.583,0.0,0.03674,0.03674,clahe,clahe,clahe,11,25,11,25,11,25,25,29,31
01_12_12_03_0009.bmp,1,12,3,0,17,0.78,0.0,0.04132,0.04132,clahe,clahe,clahe,11,25,11,25,11,25,25,29,31
01_12_12_03_0013.bmp,0,12,3,0,17,0.847,0.0,0.13072,0.13072,passthrough,passthrough,passthrough,17,17,17,17,17,17,26,17,17
01_12_12_03_0014.bmp,0,12,3,0,17,1.034,0.0,0.13308,0.13308,passthrough,passthrough,passthrough,17,17,17,17,17,17,17,17,17
01_12_12_03_0017.bmp,1,12,3,0,17,0.782,0.0,0.03689,0.03689,clahe,clahe,clahe,1,38,1,38,1,38,38,36,36
01_12_12_03_0020.bmp,0,12,3,0,17,0.958,0.0,0.12223,0.12223,stretch,stretch,stretch,17,17,17,17,17,17,18,17,17
01_12_12_03_0020.bmp,1,12,3,0,17,1.093,0.0,0.0468,0.0468,clahe,clahe,clahe,25,14,25,14,25,14,14,14,31
01_12_12_03_0022.bmp,0,12,3,0,17,0.816,0.0,0.12555,0.12555,stretch,stretch,stretch,17,17,17,17,17,17,13,17,17
01_12_12_03_0023.bmp,1,12,3,0,17,0.801,0.0,0.03764,0.03764,clahe,clahe,clahe,9,25,9,25,9,25,25,12,36
01_12_12_03_0027.bmp,0,12,3,0,17,0.668,0.0,0.12024,0.12024,stretch,stretch,stretch,17,17,17,17,17,17,7,17,17
01_12_12_03_0028.bmp,0,12,3,0,17,0.731,0.0,0.12397,0.12397,stretch,stretch,stretch,12,12,12,12,12,12,26,14,12
01_12_12_03_0029.bmp,0,12,3,0,17,0.765,0.0,0.11386,0.11386,stretch,stretch,stretch,13,13,13,13,13,13,14,17,31
01_12_12_03_0030.bmp,0,12,3,0,17,0.718,0.0,0.11186,0.11186,stretch,stretch,stretch,13,13,13,13,13,13,14,17,12
01_12_12_03_0032.bmp,1,12,3,0,17,0.529,0.0,0.05175,0.05175,clahe,clahe,clahe,12,13,12,13,12,13,13,29,31
01_12_12_03_0033.bmp,1,12,3,0,17,0.668,0.0,0.04158,0.04158,clahe,clahe,clahe,1,14,1,14,1,14,14,29,31
01_12_12_03_0034.bmp,1,12,3,0,17,0.629,0.0,0.05197,0.05197,clahe,clahe,clahe,11,25,11,25,11,25,25,15,31
01_12_12_03_0035.bmp,1,12,3,0,17,0.555,0.0,0.04197,0.04197,clahe,clahe,clahe,1,14,1,14,1,14,14,29,36
01_12_12_03_0036.bmp,0,12,3,0,17,0.569,0.0,0.11523,0.11523,stretch,stretch,stretch,36,36,36,36,36,36,17,17,36
01_12_12_03_0036.bmp,1,12,3,0,17,0.543,0.0,0.04271,0.04271,clahe,clahe,clahe,1,25,1,25,1,25,25,29,36
01_12_12_03_0037.bmp,1,12,3,0,17,0.652,0.0,0.04523,0.04523,clahe,clahe,clahe,1,13,1,13,1,13,13,29,31
01_12_12_03_0041.bmp,0,12,3,0,17,0.501,0.0,0.1538,0.1538,stretch,stretch,stretch,36,36,36,36,36,36,17,17,36
01_12_12_03_0042.bmp,0,12,3,0,17,0.325,0.0,0.12788,0.12788,stretch,stretch,stretch,36,36,36,36,36,36,17,17,36
01_12_12_03_0042.bmp,1,12,3,0,17,0.759,0.0,0.0702,0.0702,clahe,clahe,clahe,25,26,25,26,25,26,26,14,36
01_12_12_03_0047.bmp,0,12,3,0,17,1.054,0.0,0.07877,0.07877,clahe,clahe,clahe,9,25,9,25,9,25,25,29,36
01_12_12_03_0048.bmp,0,12,3,0,17,0.966,0.0,0.07432,0.07432,clahe,clahe,clahe,13,17,13,17,13,17,17,17,36
01_12_12_03_0049.bmp,0,12,3,0,17,0.745,0.0,0.07131,0.07131,clahe,clahe,clahe,1,17,1,17,1,17,17,17,36
01_12_12_03_0054.bmp,0,12,3,0,17,0.952,0.0,0.08096,0.08096,clahe,clahe,clahe,12,12,12,12,12,12,12,17,36
01_12_12_03_0055.bmp,0,12,3,0,17,0.924,0.0,0.07338,0.07338,clahe,clahe,clahe,25,17,25,17,25,17,17,29,36
01_12_12_03_0056.bmp,0,12,3,0,17,1.137,0.0,0.07916,0.07916,clahe,clahe,clahe,9,18,9,18,9,18,18,17,31
01_12_12_03_0066.bmp,0,12,3,0,17,0.878,0.0,0.09028,0.09028,clahe,clahe,clahe,25,26,25,26,25,26,26,41,17
01_12_12_03_0068.bmp,0,12,3,0,17,1.091,0.0,0.0986,0.0986,clahe,clahe,clahe,25,17,25,17,25,17,17,17,17
01_12_12_03_0079.bmp,0,12,3,0,17,0.942,0.0,0.10291,0.10291,clahe,clahe,clahe,25,18,25,18,25,18,18,17,17
01_12_12_03_0080.bmp,0,12,3,0,17,0.981,0.0,0.10238,0.10238,clahe,clahe,clahe,25,17,25,17,25,17,17,17,17
01_12_12_03_0081.bmp,0,12,3,0,17,1.061,0.0,0.1043,0.1043,clahe,clahe,clahe,25,17,25,17,25,17,17,17,17
01_12_12_03_0087.bmp,0,12,3,0,17,0.87,0.0,0.09862,0.09862,clahe,clahe,clahe,16,26,16,26,16,26,26,17,17
01_12_12_03_0089.bmp,0,12,3,0,17,0.952,0.0,0.09934,0.09934,clahe,clahe,clahe,16,26,16,26,16,26,26,17,17
01_12_12_03_0090.bmp,0,12,3,0,17,0.899,0.0,0.10143,0.10143,clahe,clahe,clahe,16,17,16,17,16,17,17,17,17
01_12_12_03_0091.bmp,0,12,3,0,17,0.906,0.0,0.10724,0.10724,passthrough,passthrough,clahe,36,36,36,36,25,26,26,17,36
01_12_12_03_0095.bmp,0,12,3,0,17,1.069,0.0,0.1106,0.1106,passthrough,passthrough,passthrough,17,17,17,17,17,17,26,17,17
01_12_12_03_0096.bmp,0,12,3,0,17,0.926,0.0,0.11384,0.11384,passthrough,passthrough,passthrough,17,17,17,17,17,17,26,17,17
01_12_12_03_0104.bmp,0,12,3,0,17,1.104,0.0,0.12511,0.12511,passthrough,passthrough,passthrough,17,17,17,17,17,17,17,17,17
01_12_12_03_0108.bmp,0,12,3,0,17,0.836,0.0,0.12384,0.12384,passthrough,passthrough,passthrough,17,17,17,17,17,17,17,17,17
01_12_12_03_0113.bmp,0,12,3,0,17,0.641,0.0,0.13281,0.13281,stretch,stretch,passthrough,17,17,17,17,17,17,17,17,17
01_13_12_03_0001.bmp,0,12,3,0,13,2.188,0.0,0.11187,0.11187,passthrough,passthrough,clahe,31,31,31,31,13,13,13,13,31
01_13_12_03_0003.bmp,0,12,3,0,13,2.152,0.0,0.10875,0.10875,passthrough,passthrough,clahe,12,12,12,12,1,13,13,13,12
01_13_12_03_0004.bmp,0,12,3,0,13,2.117,0.0,0.11252,0.11252,passthrough,passthrough,passthrough,31,31,31,31,31,31,13,13,31
01_13_12_03_0006.bmp,0,12,3,0,13,2.283,0.0,0.10016,0.10016,clahe,clahe,clahe,12,12,12,12,12,12,12,13,31
01_13_12_03_0007.bmp,1,12,3,0,13,1.718,0.0,0.12054,0.12054,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_12_03_0008.bmp,1,12,3,0,13,1.777,0.0,0.12588,0.12588,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_12_03_0009.bmp,0,12,3,0,13,1.662,0.0,0.10557,0.10557,clahe,clahe,clahe,42,13,42,13,42,13,13,13,31
01_13_12_03_0009.bmp,1,12,3,0,13,1.757,0.0,0.12975,0.12975,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_12_03_0010.bmp,0,12,3,0,13,1.538,0.0,0.10806,0.10806,passthrough,passthrough,clahe,31,31,31,31,42,7,7,13,31
01_13_12_03_0010.bmp,1,12,3,0,13,1.713,0.0,0.13018,0.13018,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_12_03_0011.bmp,0,12,3,0,13,1.622,0.0,0.09999,0.09999,clahe,clahe,clahe,11,13,11,13,11,13,13,13,31
01_13_12_03_0012.bmp,0,12,3,0,13,1.998,0.0,0.10764,0.10764,passthrough,passthrough,clahe,38,38,38,38,42,13,13,13,38
01_13_12_03_0014.bmp,0,12,3,0,13,2.003,0.0,0.10085,0.10085,clahe,clahe,clahe,13,13,13,13,13,13,13,13,31
01_13_12_03_0014.bmp,1,12,3,0,13,1.926,0.0,0.13315,0.13315,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_12_03_0017.bmp,0,12,3,0,13,1.973,0.0,0.09693,0.09693,clahe,clahe,clahe,13,13,13,13,13,13,13,13,31
01_13_12_03_0018.bmp,1,12,3,0,13,1.923,0.0,0.13808,0.13808,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_12_03_0019.bmp,0,12,3,0,13,1.637,0.0,0.10355,0.10355,clahe,clahe,clahe,42,13,42,13,42,13,13,13,31
01_13_12_03_0020.bmp,0,12,3,0,13,1.844,0.0,0.10171,0.10171,clahe,clahe,clahe,23,13,23,13,23,13,13,13,31
01_13_12_03_0023.bmp,0,12,3,0,13,2.269,0.0,0.1115,0.1115,passthrough,passthrough,passthrough,31,31,31,31,31,31,13,13,31
01_13_12_03_0025.bmp,0,12,3,0,13,2.924,1.469,0.11577,0.1152,passthrough,passthrough,passthrough,31,31,31,31,31,31,13,13,31
01_13_12_03_0027.bmp,0,12,3,0,13,1.929,0.0,0.1172,0.1172,passthrough,passthrough,passthrough,31,31,31,31,31,31,13,13,31
01_13_12_03_0027.bmp,1,12,3,0,13,1.676,0.0,0.14715,0.14715,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
01_13_12_03_0028.bmp,0,12,3,0,13,2.076,0.0,0.12628,0.12628,passthrough,passthrough,passthrough,13,13,13,13,13,13,13,13,13
